"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","genes_presentes","n_genes_robustos","Database","category","subcategory"
"hsa04382","Cornified envelope formation","27/398","212/8356",0.127358490566038,2.67388830947189,5.52062591743351,2.57246202673472e-06,0.000238909356042964,0.000238909356042964,"KRT15/KRT16/EVPL/CLDN11/KRT6A/KRT7/EPHX3/CLDN5/SPRR1B/SPRR1A/S100A2/ST14/KRT20/KRT19/KRT18/COL4A6/S100A7/S100A9/KRT17/KRT14/JUP/COL4A5/PRSS8/EPHX2/S100A8/KRT8/CLDN7",27,"KRT15, KRT16, EVPL, CLDN11, KRT6A, KRT7, EPHX3, CLDN5, SPRR1B, SPRR1A, S100A2, ST14, KRT20, KRT19, KRT18, COL4A6, S100A7, S100A9, KRT17, KRT14, JUP, COL4A5, PRSS8, EPHX2, S100A8, KRT8, CLDN7",27,"KEGG","Organismal Systems","Development and regeneration"
"hsa04518","Integrin signaling","22/398","153/8356",0.143790849673203,3.01888527605347,5.63616626375057,3.02416906383499e-06,0.000238909356042964,0.000238909356042964,"CCND2/COL6A3/SPP1/PDGFC/LAMA4/ITGA8/COL6A2/PDGFRA/LAMC3/ACTN1/COL4A6/COL4A5/VCL/VEGFA/COL6A1/PDGFD/RELN/ITGA5/FERMT2/FLNA/ILK/TNC",22,"CCND2, COL6A3, SPP1, PDGFC, LAMA4, ITGA8, COL6A2, PDGFRA, LAMC3, ACTN1, COL4A6, COL4A5, VCL, VEGFA, COL6A1, PDGFD, RELN, ITGA5, FERMT2, FLNA, ILK, TNC",22,"KEGG","Environmental Information Processing","Signaling molecules and interaction"
"GO:0008015","blood circulation","41/718","459/16871",0.0893246187363834,2.09887972521104,5.03232772174692,6.33231333181869e-06,0.000241439741651651,0.000117197892993431,"CACNA1H/SERPING1/CRH/KCNMA1/CTSG/RGS2/SH3GL2/GSN/SLIT2/ZEB2/PCSK5/CLDN5/SVEP1/PLN/AKAP12/CXCL12/PTGS1/CAV1/DMD/PDE2A/FXYD1/IRX3/BIN1/TPM1/ACTC1/PPARG/CPA3/JUP/KCNJ8/SCNN1B/RARRES2/DSC2/ISL1/VEGFA/EMILIN1/EDNRA/CELF2/FERMT2/AGTR1/FLNA/TRPC1",41,"CACNA1H, SERPING1, CRH, KCNMA1, CTSG, RGS2, SH3GL2, GSN, SLIT2, ZEB2, PCSK5, CLDN5, SVEP1, PLN, AKAP12, CXCL12, PTGS1, CAV1, DMD, PDE2A, FXYD1, IRX3, BIN1, TPM1, ACTC1, PPARG, CPA3, JUP, KCNJ8, SCNN1B, RARRES2, DSC2, ISL1, VEGFA, EMILIN1, EDNRA, CELF2, FERMT2, AGTR1, FLNA, TRPC1",41,"GO_BP",NA,NA
"GO:1901342","regulation of vasculature development","30/718","290/16871",0.103448275862069,2.43074632600134,5.18142773596503,6.78399995934868e-06,0.00025572782792512,0.000124133510115549,"RECK/RHOJ/HSPB6/ADGRB3/RRAS/DCN/PRKD1/CLDN5/HK2/CYP1B1/SMOC2/CXCL12/ADGRA2/CLIC3/SFRP1/TNFSF12/PPARG/SEMA3E/AQP1/SFRP2/JUP/ISL1/VEGFA/CD34/EMILIN1/CCN6/SERPINF1/EPHA1/ITGA5/ADAMTS1",30,"RECK, RHOJ, HSPB6, ADGRB3, RRAS, DCN, PRKD1, CLDN5, HK2, CYP1B1, SMOC2, CXCL12, ADGRA2, CLIC3, SFRP1, TNFSF12, PPARG, SEMA3E, AQP1, SFRP2, JUP, ISL1, VEGFA, CD34, EMILIN1, CCN6, SERPINF1, EPHA1, ITGA5, ADAMTS1",30,"GO_BP",NA,NA
"GO:0014909","smooth muscle cell migration","12/718","60/16871",0.2,4.69944289693593,6.0521313656752,6.87902697848338e-06,0.00025572782792512,0.000124133510115549,"IGFBP3/MEF2C/DDR2/SLIT2/LPAR1/LRP1/BMP4/TPM1/FGF9/IGFBP5/PDGFD/ADAMTS1",12,"IGFBP3, MEF2C, DDR2, SLIT2, LPAR1, LRP1, BMP4, TPM1, FGF9, IGFBP5, PDGFD, ADAMTS1",12,"GO_BP",NA,NA
"GO:0001503","ossification","32/718","323/16871",0.0990712074303406,2.3278974102469,5.08026300002129,8.3300356434292e-06,0.000307109826490394,0.000149074979686578,"PTCH1/ISG15/PRICKLE1/IGFBP3/ALYREF/SPP1/MEF2C/DDR2/CDH11/PRKD1/BMP5/FASN/TFAP2A/RORB/SFRP1/IGF2/CHRDL1/BMP4/OSR2/ZBTB16/PPARG/MYOC/IGFBP5/COL6A1/MGP/OSR1/FGFR3/FERMT2/IGFBP2/SLC24A3/ILK/TNC",32,"PTCH1, ISG15, PRICKLE1, IGFBP3, ALYREF, SPP1, MEF2C, DDR2, CDH11, PRKD1, BMP5, FASN, TFAP2A, RORB, SFRP1, IGF2, CHRDL1, BMP4, OSR2, ZBTB16, PPARG, MYOC, IGFBP5, COL6A1, MGP, OSR1, FGFR3, FERMT2, IGFBP2, SLC24A3, ILK, TNC",32,"GO_BP",NA,NA
"R-HSA-5663220","RHO GTPases Activate Formins","20/508","139/11089",0.143884892086331,3.14082592193961,5.565149080975,5.01614628514521e-06,0.000307304961889949,0.000307304961889949,"TUBA1C/CENPE/CENPF/CDCA8/KIF2C/NDC80/CENPM/TUBB6/AURKB/CENPA/ZWINT/NUF2/CENPU/MAD2L1/TUBB3/KNTC1/DYNC1I1/CENPN/CDC20/BUB1B",20,"TUBA1C, CENPE, CENPF, CDCA8, KIF2C, NDC80, CENPM, TUBB6, AURKB, CENPA, ZWINT, NUF2, CENPU, MAD2L1, TUBB3, KNTC1, DYNC1I1, CENPN, CDC20, BUB1B",20,"REACTOME",NA,NA
"GO:0009611","response to wounding","42/718","482/16871",0.0871369294605809,2.04747512107167,4.91908327830567,9.00967622541852e-06,0.000329443980668787,0.000159916259558699,"IL33/SERPING1/EVPL/PROS1/CTSG/SPP1/SYT11/MMP12/CSRP1/KRT6A/LYVE1/DDR2/MAP1B/SVEP1/SMOC2/DPYSL3/CAV1/PDGFRA/TPM1/PPARG/FZD7/SERPINE2/MYLK/VCL/DSC2/ISL1/VEGFA/CD34/AURKA/EMILIN1/ANGPTL2/EDNRA/CDK1/ITGA5/FERMT2/NDNF/FLNA/APOD/ILK/AXL/UCK2/TNC",42,"IL33, SERPING1, EVPL, PROS1, CTSG, SPP1, SYT11, MMP12, CSRP1, KRT6A, LYVE1, DDR2, MAP1B, SVEP1, SMOC2, DPYSL3, CAV1, PDGFRA, TPM1, PPARG, FZD7, SERPINE2, MYLK, VCL, DSC2, ISL1, VEGFA, CD34, AURKA, EMILIN1, ANGPTL2, EDNRA, CDK1, ITGA5, FERMT2, NDNF, FLNA, APOD, ILK, AXL, UCK2, TNC",42,"GO_BP",NA,NA
"GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","7/718","20/16871",0.35,8.22402506963788,6.81513667483608,1.17117632801338e-05,0.000408173249942788,0.000198132438936235,"IGFBP3/IGFBP6/BMP5/CILP/CDH3/IGFBP5/IGFBP2",7,"IGFBP3, IGFBP6, BMP5, CILP, CDH3, IGFBP5, IGFBP2",7,"GO_BP",NA,NA
"GO:0048662","negative regulation of smooth muscle cell proliferation","10/718","44/16871",0.227272727272727,5.34027601924538,6.07761950302372,1.22040328336307e-05,0.000422032484269973,0.000204859885919639,"IGFBP3/TGFB3/MEF2C/ANG/RGS5/BMP4/TPM1/PPARG/IGFBP5/APOD",10,"IGFBP3, TGFB3, MEF2C, ANG, RGS5, BMP4, TPM1, PPARG, IGFBP5, APOD",10,"GO_BP",NA,NA
"GO:0048598","embryonic morphogenesis","33/718","345/16871",0.0956521739130435,2.24755964636066,4.93605691652365,1.26195154987624e-05,0.000433043527999837,0.000210204785296894,"PTCH1/PRICKLE1/HOXA13/MFAP5/MEF2C/BMP5/MMP9/TFAP2A/ITGA8/FOXF1/IGF2/MAP3K20/IRX3/BMP4/OSR2/WLS/PDGFRA/ZBTB16/MYADM/FZD7/TGFBR2/MYH3/IL1RN/TCF21/COL6A1/EFEMP1/OSR1/AFF3/EDNRA/STIL/ITGA5/RBPMS2/HOXA9",33,"PTCH1, PRICKLE1, HOXA13, MFAP5, MEF2C, BMP5, MMP9, TFAP2A, ITGA8, FOXF1, IGF2, MAP3K20, IRX3, BMP4, OSR2, WLS, PDGFRA, ZBTB16, MYADM, FZD7, TGFBR2, MYH3, IL1RN, TCF21, COL6A1, EFEMP1, OSR1, AFF3, EDNRA, STIL, ITGA5, RBPMS2, HOXA9",33,"GO_BP",NA,NA
"hsa05206","MicroRNAs in cancer","22/398","162/8356",0.135802469135802,2.85116942738383,5.32069656748996,7.84162046813893e-06,0.000489512725467351,0.000489512725467351,"EZH2/RECK/CCND2/KIF23/CDCA5/VIM/CCNE1/SOX4/ZEB2/MMP9/CYP1B1/ST14/PDGFRA/TPM1/STMN1/BCL2/VEGFA/FGFR3/ITGA5/SLC45A3/CCNE2/TNC",22,"EZH2, RECK, CCND2, KIF23, CDCA5, VIM, CCNE1, SOX4, ZEB2, MMP9, CYP1B1, ST14, PDGFRA, TPM1, STMN1, BCL2, VEGFA, FGFR3, ITGA5, SLC45A3, CCNE2, TNC",22,"KEGG","Human Diseases","Cancer: overview"
"hsa04510","Focal adhesion","25/398","201/8356",0.124378109452736,2.61131528288207,5.17105751279522,9.29454542026616e-06,0.000489512725467351,0.000489512725467351,"PPP1R12B/CCND2/COL6A3/SPP1/PDGFC/LAMA4/ITGA8/COL6A2/CAV1/PDGFRA/LAMC3/ACTN1/COL4A6/MYLK/COL4A5/VCL/BCL2/VEGFA/COL6A1/PDGFD/RELN/ITGA5/FLNA/ILK/TNC",25,"PPP1R12B, CCND2, COL6A3, SPP1, PDGFC, LAMA4, ITGA8, COL6A2, CAV1, PDGFRA, LAMC3, ACTN1, COL4A6, MYLK, COL4A5, VCL, BCL2, VEGFA, COL6A1, PDGFD, RELN, ITGA5, FLNA, ILK, TNC",25,"KEGG","Cellular Processes","Cellular community - eukaryotes"
"GO:0048566","embryonic digestive tract development","7/718","21/16871",0.333333333333333,7.83240482822656,6.60505521659215,1.69244572276749e-05,0.000563432863378043,0.0002734974117328,"PCSK5/FOXF1/PDGFRA/TCF21/RARRES2/RARB/RBPMS2",7,"PCSK5, FOXF1, PDGFRA, TCF21, RARRES2, RARB, RBPMS2",7,"GO_BP",NA,NA
"GO:0032970","regulation of actin filament-based process","34/718","367/16871",0.0926430517711172,2.17685365798122,4.80567119653797,1.8346657535619e-05,0.000601797347547032,0.000292120015781443,"CCR7/ECT2/SYNPO2/TGFB3/GSN/SLIT2/KANK2/ZEB2/PRKD1/LPAR1/PLN/CGNL1/ARHGEF10/CXCL12/CAV1/SFRP1/LRP1/BIN1/EPHA3/PDGFRA/TPM1/MYADM/DIXDC1/MYOC/SVIL/JUP/DSC2/CX3CL1/EPHA1/TMOD1/FAM107A/FERMT2/FLNA/ACTA2",34,"CCR7, ECT2, SYNPO2, TGFB3, GSN, SLIT2, KANK2, ZEB2, PRKD1, LPAR1, PLN, CGNL1, ARHGEF10, CXCL12, CAV1, SFRP1, LRP1, BIN1, EPHA3, PDGFRA, TPM1, MYADM, DIXDC1, MYOC, SVIL, JUP, DSC2, CX3CL1, EPHA1, TMOD1, FAM107A, FERMT2, FLNA, ACTA2",34,"GO_BP",NA,NA
"GO:1990874","vascular associated smooth muscle cell proliferation","11/718","56/16871",0.196428571428571,4.61552427377636,5.71360254357469,1.98578219184432e-05,0.000641925678102718,0.000311598813092516,"TGFB3/MEF2C/DDR2/MMP9/RGS5/BMP4/TPM1/PPARG/FGF9/IGFBP5/ADAMTS1",11,"TGFB3, MEF2C, DDR2, MMP9, RGS5, BMP4, TPM1, PPARG, FGF9, IGFBP5, ADAMTS1",11,"GO_BP",NA,NA
"R-HSA-983189","Kinesins","12/508","59/11089",0.203389830508475,4.43974376084345,5.80442827173588,1.17158010101562e-05,0.000681859618791092,0.000681859618791092,"KIF20A/TUBA1C/KIF23/CENPE/KIF2C/RACGAP1/KIFC1/KIF4A/TUBB6/KIF15/TUBB3/KIF11",12,"KIF20A, TUBA1C, KIF23, CENPE, KIF2C, RACGAP1, KIFC1, KIF4A, TUBB6, KIF15, TUBB3, KIF11",12,"REACTOME",NA,NA
"GO:0051382","kinetochore assembly","8/718","30/16871",0.266666666666667,6.26592386258124,6.086174945394,2.63204034194782e-05,0.000832732763505619,0.000404218976717864,"CENPE/CENPF/HJURP/CENPW/CENPA/DLGAP5/KNTC1/CENPN",8,"CENPE, CENPF, HJURP, CENPW, CENPA, DLGAP5, KNTC1, CENPN",8,"GO_BP",NA,NA
"GO:1901654","response to ketone","22/718","194/16871",0.11340206185567,2.66463257042759,4.91647070009501,2.78595283158035e-05,0.000869100390327268,0.000421872281047597,"SLIT3/CRH/CCR7/SPP1/HOXA13/LRRK2/TGFB3/SLIT2/PRKD1/TGFBR3/PLN/ADCY5/CAV1/SFRP1/AXIN2/CA9/GAS6/KLF9/AQP1/SCNN1B/SERPINF1/HOXA9",22,"SLIT3, CRH, CCR7, SPP1, HOXA13, LRRK2, TGFB3, SLIT2, PRKD1, TGFBR3, PLN, ADCY5, CAV1, SFRP1, AXIN2, CA9, GAS6, KLF9, AQP1, SCNN1B, SERPINF1, HOXA9",22,"GO_BP",NA,NA
"GO:0051302","regulation of cell division","21/718","181/16871",0.116022099447514,2.72619615568107,4.9225986817095,2.99351149536915e-05,0.000914661286359027,0.000443988114096818,"PTCH1/KIF20A/KIF23/CDCA8/RACGAP1/ECT2/SFN/TGFB3/KLHL13/PDGFC/AURKB/E2F8/PRC1/IGF2/KIF14/SVIL/SFRP2/FGF9/VEGFA/AURKA/PDGFD",21,"PTCH1, KIF20A, KIF23, CDCA8, RACGAP1, ECT2, SFN, TGFB3, KLHL13, PDGFC, AURKB, E2F8, PRC1, IGF2, KIF14, SVIL, SFRP2, FGF9, VEGFA, AURKA, PDGFD",21,"GO_BP",NA,NA
"GO:0060324","face development","7/718","23/16871",0.304347826086957,7.1513261475112,6.22374316293526,3.31197480856965e-05,0.000991591920874444,0.00048133121349784,"PRICKLE1/RRAS/TGFB3/CRISPLD2/CLDN5/MYH3/EDNRA",7,"PRICKLE1, RRAS, TGFB3, CRISPLD2, CLDN5, MYH3, EDNRA",7,"GO_BP",NA,NA
"GO:0141161","regulation of cAMP/PKA signal transduction","10/718","49/16871",0.204081632653061,4.79534989483258,5.60924245485153,3.33459371804452e-05,0.000991708171746442,0.000481387643135991,"CRH/LRRK2/MIF/MYOM1/LPAR1/PDE2A/PRKAR2B/PDE5A/PDE7B/PJA2",10,"CRH, LRRK2, MIF, MYOM1, LPAR1, PDE2A, PRKAR2B, PDE5A, PDE7B, PJA2",10,"GO_BP",NA,NA
"GO:0044786","cell cycle DNA replication","9/718","40/16871",0.225,5.28687325905292,5.72280366191475,3.63356658427336e-05,0.0010664039823976,0.000517645930872159,"FEN1/DACH1/CDC7/CDT1/E2F8/MCM2/CDC45/MCM4/TK1",9,"FEN1, DACH1, CDC7, CDT1, E2F8, MCM2, CDC45, MCM4, TK1",9,"GO_BP",NA,NA
"R-HSA-1474228","Degradation of the extracellular matrix","19/508","140/11089",0.135714285714286,2.96247187851519,5.12006341170159,2.02498140883631e-05,0.00112241826661213,0.00112241826661213,"CTSG/COL6A3/TPSAB1/SPP1/MMP12/DCN/A2M/MMP9/COL16A1/MMP10/COL6A2/TIMP2/COL4A6/ADAMTS8/COL14A1/COL4A5/COL6A1/MMP1/ADAMTS1",19,"CTSG, COL6A3, TPSAB1, SPP1, MMP12, DCN, A2M, MMP9, COL16A1, MMP10, COL6A2, TIMP2, COL4A6, ADAMTS8, COL14A1, COL4A5, COL6A1, MMP1, ADAMTS1",19,"REACTOME",NA,NA
"R-HSA-6809371","Formation of the cornified envelope","18/508","129/11089",0.13953488372093,3.04587071964842,5.12109547249631,2.27598552502027e-05,0.00120420325051073,0.00120420325051073,"KRT15/KRT16/EVPL/KRT6A/KRT7/PI3/SPRR1B/SPRR1A/ST14/KRT20/KRT19/KRT18/KRT17/KRT14/JUP/DSC2/PRSS8/KRT8",18,"KRT15, KRT16, EVPL, KRT6A, KRT7, PI3, SPRR1B, SPRR1A, ST14, KRT20, KRT19, KRT18, KRT17, KRT14, JUP, DSC2, PRSS8, KRT8",18,"REACTOME",NA,NA
"GO:0010001","glial cell differentiation","19/718","158/16871",0.120253164556962,2.82561440005642,4.86075304018442,4.3184118255369e-05,0.00125911340873988,0.000611189514760987,"CNTN1/SPINT1/TNFRSF21/NFIB/SOX4/ZEB2/LPAR1/ARHGEF10/LRP1/BIN1/S100A9/MYOC/SERPINE2/PLP1/CFH/RELN/CDK1/LGI4/SLC45A3",19,"CNTN1, SPINT1, TNFRSF21, NFIB, SOX4, ZEB2, LPAR1, ARHGEF10, LRP1, BIN1, S100A9, MYOC, SERPINE2, PLP1, CFH, RELN, CDK1, LGI4, SLC45A3",19,"GO_BP",NA,NA
"GO:0070482","response to oxygen levels","28/718","289/16871",0.0968858131487889,2.27654673207969,4.61487934550037,4.50380052406616e-05,0.00128001147132109,0.000621333697675565,"KCNMA1/TGFB3/CCNB1/DDR2/ZEB2/TGFBR3/SLC7A5/HK2/LPAR1/HILPDA/CCNA2/CXCL12/CAV1/SFRP1/ANG/CYGB/ITPR1/COXFA4L2/CA9/TFRC/PPARG/ERO1A/AQP1/VEGFA/SLC2A1/NDNF/CD24/UCK2",28,"KCNMA1, TGFB3, CCNB1, DDR2, ZEB2, TGFBR3, SLC7A5, HK2, LPAR1, HILPDA, CCNA2, CXCL12, CAV1, SFRP1, ANG, CYGB, ITPR1, COXFA4L2, CA9, TFRC, PPARG, ERO1A, AQP1, VEGFA, SLC2A1, NDNF, CD24, UCK2",28,"GO_BP",NA,NA
"GO:0048041","focal adhesion assembly","13/718","83/16871",0.156626506024096,3.68028660603416,5.16076363779077,4.5521563112362e-05,0.00128108226594861,0.000621853474880909,"SORBS1/CDH11/COL16A1/SFRP1/EPHA3/ACTN1/CORO1C/MYOC/VCL/VEGFA/FAM107A/FERMT2/APOD",13,"SORBS1, CDH11, COL16A1, SFRP1, EPHA3, ACTN1, CORO1C, MYOC, VCL, VEGFA, FAM107A, FERMT2, APOD",13,"GO_BP",NA,NA
"GO:0032233","positive regulation of actin filament bundle assembly","11/718","61/16871",0.180327868852459,4.23720261199141,5.34003507727774,4.5947805996812e-05,0.00128108226594861,0.000621853474880909,"SYNPO2/TGFB3/LPAR1/ARHGEF10/SFRP1/TPM1/MYOC/CX3CL1/EPHA1/FERMT2/FLNA",11,"SYNPO2, TGFB3, LPAR1, ARHGEF10, SFRP1, TPM1, MYOC, CX3CL1, EPHA1, FERMT2, FLNA",11,"GO_BP",NA,NA
"R-HSA-9913351","Formation of the dystrophin-glycoprotein complex (DGC)","9/508","36/11089",0.25,5.45718503937008,5.86903821156917,2.57152170964912e-05,0.0013014135956659,0.0013014135956659,"ACTG2/LAMA4/DMD/LAMC3/ACTC1/SSPN/SGCE/DTNA/ACTA2",9,"ACTG2, LAMA4, DMD, LAMC3, ACTC1, SSPN, SGCE, DTNA, ACTA2",9,"REACTOME",NA,NA
"GO:0060325","face morphogenesis","6/718","18/16871",0.333333333333333,7.83240482822656,6.11454858202215,6.95962352603083e-05,0.00187029400901347,0.000907864279654795,"PRICKLE1/RRAS/TGFB3/CRISPLD2/CLDN5/MYH3",6,"PRICKLE1, RRAS, TGFB3, CRISPLD2, CLDN5, MYH3",6,"GO_BP",NA,NA
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","12/508","69/11089",0.173913043478261,3.79630263608353,5.10520314137113,6.07751670337131e-05,0.00282969177708968,0.00282969177708968,"H2BC5/H2AC20/HJURP/CENPM/CENPW/H2BC12/CENPA/CENPU/H2BC12L/H2AC18/CENPN/H2AX",12,"H2BC5, H2AC20, HJURP, CENPM, CENPW, H2BC12, CENPA, CENPU, H2BC12L, H2AC18, CENPN, H2AX",12,"REACTOME",NA,NA
"R-HSA-774815","Nucleosome assembly","12/508","69/11089",0.173913043478261,3.79630263608353,5.10520314137113,6.07751670337131e-05,0.00282969177708968,0.00282969177708968,"H2BC5/H2AC20/HJURP/CENPM/CENPW/H2BC12/CENPA/CENPU/H2BC12L/H2AC18/CENPN/H2AX",12,"H2BC5, H2AC20, HJURP, CENPM, CENPW, H2BC12, CENPA, CENPU, H2BC12L, H2AC18, CENPN, H2AX",12,"REACTOME",NA,NA
"GO:0090329","regulation of DNA-templated DNA replication","9/718","46/16871",0.195652173913043,4.59728109482863,5.15073162145844,0.00011650502543694,0.002903513511029,0.00140940204559,"DACH1/CDC7/CDT1/E2F8/TIMELESS/MCM2/MCM7/DTL/MCM4",9,"DACH1, CDC7, CDT1, E2F8, TIMELESS, MCM2, MCM7, DTL, MCM4",9,"GO_BP",NA,NA
"R-HSA-9013026","RHOB GTPase cycle","12/508","70/11089",0.171428571428571,3.74206974128234,5.04256531724006,7.03555359514692e-05,0.00313127647940693,0.00313127647940693,"RACGAP1/IQGAP3/ECT2/CAVIN1/ARHGEF10/CAV1/TFRC/ACTC1/ANLN/PCDH7/JUP/STARD13",12,"RACGAP1, IQGAP3, ECT2, CAVIN1, ARHGEF10, CAV1, TFRC, ACTC1, ANLN, PCDH7, JUP, STARD13",12,"REACTOME",NA,NA
"R-HSA-2514853","Condensation of Prometaphase Chromosomes","5/508","11/11089",0.454545454545455,9.92215461703651,6.48680010190997,7.26327018419132e-05,0.00313127647940693,0.00313127647940693,"CCNB1/NCAPG/SMC4/CDK1/CCNB2",5,"CCNB1, NCAPG, SMC4, CDK1, CCNB2",5,"REACTOME",NA,NA
"hsa04512","ECM-receptor interaction","14/398","89/8356",0.157303370786517,3.30258031731692,4.88369595531355,7.13507080307016e-05,0.00322097481967167,0.00322097481967167,"COL6A3/SPP1/SDC1/HMMR/LAMA4/ITGA8/COL6A2/LAMC3/COL4A6/COL4A5/COL6A1/RELN/ITGA5/TNC",14,"COL6A3, SPP1, SDC1, HMMR, LAMA4, ITGA8, COL6A2, LAMC3, COL4A6, COL4A5, COL6A1, RELN, ITGA5, TNC",14,"KEGG","Environmental Information Processing","Signaling molecules and interaction"
"GO:0050678","regulation of epithelial cell proliferation","25/718","261/16871",0.0957854406130268,2.25069104259384,4.29317551467301,0.000135982622097328,0.00326138966223754,0.00158311963900407,"NUPR1/UHRF1/MMP12/MEF2C/NFIB/PRKD1/BMP5/TGFBR3/CXCL12/CAV1/SFRP1/ANG/NME1/BMP4/OSR2/TNFSF12/PPARG/FZD7/KLF9/SFRP2/CDH3/ISL1/VEGFA/OSR1/AGTR1",25,"NUPR1, UHRF1, MMP12, MEF2C, NFIB, PRKD1, BMP5, TGFBR3, CXCL12, CAV1, SFRP1, ANG, NME1, BMP4, OSR2, TNFSF12, PPARG, FZD7, KLF9, SFRP2, CDH3, ISL1, VEGFA, OSR1, AGTR1",25,"GO_BP",NA,NA
"R-HSA-114608","Platelet degranulation","17/508","129/11089",0.131782945736434,2.87665567966795,4.69752698070462,7.98808330086121e-05,0.00332076034364373,0.00332076034364373,"SERPING1/CFD/PROS1/TGFB3/A2M/SELENOP/IGF2/ACTN1/GAS6/SERPINA3/PCDH7/ISLR/RARRES2/VCL/VEGFA/STXBP2/FLNA",17,"SERPING1, CFD, PROS1, TGFB3, A2M, SELENOP, IGF2, ACTN1, GAS6, SERPINA3, PCDH7, ISLR, RARRES2, VCL, VEGFA, STXBP2, FLNA",17,"REACTOME",NA,NA
"GO:0006959","humoral immune response","26/718","277/16871",0.0938628158844765,2.20551471697354,4.26510792561302,0.000139992652742209,0.00333961082290372,0.00162108917606067,"H2BC5/SERPING1/CFD/CCR7/CTSG/C7/KRT6A/CCL3L3/C1S/TNFRSF21/MEF2C/PI3/A2M/H2BC12/CXCL12/ANG/S100A7/S100A9/RNASE4/H2BC12L/RARRES2/BCL2/CX3CL1/CFH/CCL14/CFI",26,"H2BC5, SERPING1, CFD, CCR7, CTSG, C7, KRT6A, CCL3L3, C1S, TNFRSF21, MEF2C, PI3, A2M, H2BC12, CXCL12, ANG, S100A7, S100A9, RNASE4, H2BC12L, RARRES2, BCL2, CX3CL1, CFH, CCL14, CFI",26,"GO_BP",NA,NA
"GO:1901655","cellular response to ketone","13/718","93/16871",0.139784946236559,3.28455686344985,4.65764644067479,0.000151212493772894,0.00355031018274147,0.00172336530036036,"CRH/CCR7/SPP1/LRRK2/PRKD1/ADCY5/SFRP1/AXIN2/GAS6/KLF9/AQP1/SCNN1B/SERPINF1",13,"CRH, CCR7, SPP1, LRRK2, PRKD1, ADCY5, SFRP1, AXIN2, GAS6, KLF9, AQP1, SCNN1B, SERPINF1",13,"GO_BP",NA,NA
"GO:0001649","osteoblast differentiation","20/718","188/16871",0.106382978723404,2.49970366858294,4.35953802918451,0.00015458523292203,0.00359169127117278,0.00174345220213033,"PTCH1/IGFBP3/ALYREF/SPP1/MEF2C/DDR2/PRKD1/FASN/RORB/SFRP1/IGF2/BMP4/PPARG/MYOC/IGFBP5/COL6A1/FERMT2/IGFBP2/ILK/TNC",20,"PTCH1, IGFBP3, ALYREF, SPP1, MEF2C, DDR2, PRKD1, FASN, RORB, SFRP1, IGF2, BMP4, PPARG, MYOC, IGFBP5, COL6A1, FERMT2, IGFBP2, ILK, TNC",20,"GO_BP",NA,NA
"GO:0048146","positive regulation of fibroblast proliferation","8/718","38/16871",0.210526315789474,4.94678199677467,5.13508151428864,0.000162691486787615,0.00374106558020386,0.00181596037400806,"DDR2/PDGFC/MIF/CCNA2/PDGFRA/GAS6/AQP1/PDGFD",8,"DDR2, PDGFC, MIF, CCNA2, PDGFRA, GAS6, AQP1, PDGFD",8,"GO_BP",NA,NA
"GO:0060021","roof of mouth development","8/718","38/16871",0.210526315789474,4.94678199677467,5.13508151428864,0.000162691486787615,0.00374106558020386,0.00181596037400806,"TGFB3/TGFBR3/TFAP2A/CLDN5/OSR2/TGFBR2/TCF21/OSR1",8,"TGFB3, TGFBR3, TFAP2A, CLDN5, OSR2, TGFBR2, TCF21, OSR1",8,"GO_BP",NA,NA
"GO:0000910","cytokinesis","20/718","191/16871",0.104712041884817,2.4604413072963,4.27952862303247,0.000191569994986713,0.00433803932810014,0.00210573895373658,"KIF20A/KIF23/CDCA8/RACGAP1/IQGAP3/ECT2/KIF4A/KLHL13/AURKB/CENPA/E2F8/SPIRE1/NUSAP1/PRC1/CEP55/KIF14/SVIL/ANLN/STMN1/AURKA",20,"KIF20A, KIF23, CDCA8, RACGAP1, IQGAP3, ECT2, KIF4A, KLHL13, AURKB, CENPA, E2F8, SPIRE1, NUSAP1, PRC1, CEP55, KIF14, SVIL, ANLN, STMN1, AURKA",20,"GO_BP",NA,NA
"GO:0040008","regulation of growth","37/718","465/16871",0.0795698924731183,1.86967082996376,4.0093428278451,0.000200110565740062,0.00446346616883207,0.00216662272273851,"PTCH1/SLIT3/VIM/SPOCK1/RGS2/SPP1/FHL1/SFN/CCNB1/MEF2C/SLIT2/TGFBR3/MAP1B/DACT3/CRYAB/CXCL12/SFRP1/IGF2/KIF14/WFDC1/OLFM1/S100A9/KRT17/SFRP2/JUP/IGFBP5/ACACB/BCL2/VEGFA/LTBP4/FGFR3/CDK1/EPHX2/FAM107A/S100A8/AGTR1/TNC",37,"PTCH1, SLIT3, VIM, SPOCK1, RGS2, SPP1, FHL1, SFN, CCNB1, MEF2C, SLIT2, TGFBR3, MAP1B, DACT3, CRYAB, CXCL12, SFRP1, IGF2, KIF14, WFDC1, OLFM1, S100A9, KRT17, SFRP2, JUP, IGFBP5, ACACB, BCL2, VEGFA, LTBP4, FGFR3, CDK1, EPHX2, FAM107A, S100A8, AGTR1, TNC",37,"GO_BP",NA,NA
