"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","genes_presentes","n_genes_robustos","Database","category","subcategory"
"GO:0040013","negative regulation of locomotion","37/718","297/16871",0.124579124579125,2.92726241054932,7.06477890955502,4.62542840755721e-09,5.29077849387506e-07,2.56821055032336e-07,"IL33/DACH1/RECK/KRT16/IGFBP3/DCN/ADARB1/MEF2C/SLIT2/SPINT2/MIF/CDH11/ZEB2/BMP5/TGFBR3/CLDN5/CYP1B1/DPYSL3/CXCL12/SFRP1/LRP1/CYGB/BMP4/TPM1/PPARG/CORO1C/SFRP2/JUP/IGFBP5/VCL/CX3CL1/EMILIN1/CLIC4/SERPINF1/EPHA1/APOD/STARD13",37,"IL33, DACH1, RECK, KRT16, IGFBP3, DCN, ADARB1, MEF2C, SLIT2, SPINT2, MIF, CDH11, ZEB2, BMP5, TGFBR3, CLDN5, CYP1B1, DPYSL3, CXCL12, SFRP1, LRP1, CYGB, BMP4, TPM1, PPARG, CORO1C, SFRP2, JUP, IGFBP5, VCL, CX3CL1, EMILIN1, CLIC4, SERPINF1, EPHA1, APOD, STARD13",37,"GO_BP",NA,NA
"GO:0030198","extracellular matrix organization","34/718","259/16871",0.131274131274131,3.08457641883826,7.12770814162128,5.14048453552193e-09,5.59309792999106e-07,2.71496021415823e-07,"SPINT1/PRICKLE1/RECK/CTSG/TPSAB1/MMP12/DDR2/FLRT2/TGFBR3/MMP9/COL16A1/CYP1B1/SMOC2/CCDC80/COLEC12/MMP10/MATN2/AXIN2/LRP1/CRTAP/PPARG/COL4A6/GAS6/ADAMTS8/LUM/COL14A1/MYH11/COL4A5/AEBP1/EMILIN1/LTBP4/MMP1/NDNF/ADAMTS1",34,"SPINT1, PRICKLE1, RECK, CTSG, TPSAB1, MMP12, DDR2, FLRT2, TGFBR3, MMP9, COL16A1, CYP1B1, SMOC2, CCDC80, COLEC12, MMP10, MATN2, AXIN2, LRP1, CRTAP, PPARG, COL4A6, GAS6, ADAMTS8, LUM, COL14A1, MYH11, COL4A5, AEBP1, EMILIN1, LTBP4, MMP1, NDNF, ADAMTS1",34,"GO_BP",NA,NA
"GO:0048729","tissue morphogenesis","44/718","396/16871",0.111111111111111,2.61080160940885,6.8386456826006,5.87097908332323e-09,5.95237220243294e-07,2.88935647323677e-07,"PTCH1/KRT15/PRICKLE1/KRT16/ACTG2/MMP12/KRT6A/MEF2C/SLIT2/BMP5/TGFBR3/SYNE4/TFAP2A/ITGA8/TIMELESS/FOXF1/SAPCD2/KRT20/IRX3/BMP4/KRT19/WLS/TPM1/ACTC1/TGFBR2/SEMA3E/TCF21/KRT17/SFRP2/KRT14/MYLK/VCL/ISL1/BCL2/VEGFA/OSR1/EDNRA/STIL/ITGA5/FERMT2/FLNA/ACTA2/TNC/STARD13",44,"PTCH1, KRT15, PRICKLE1, KRT16, ACTG2, MMP12, KRT6A, MEF2C, SLIT2, BMP5, TGFBR3, SYNE4, TFAP2A, ITGA8, TIMELESS, FOXF1, SAPCD2, KRT20, IRX3, BMP4, KRT19, WLS, TPM1, ACTC1, TGFBR2, SEMA3E, TCF21, KRT17, SFRP2, KRT14, MYLK, VCL, ISL1, BCL2, VEGFA, OSR1, EDNRA, STIL, ITGA5, FERMT2, FLNA, ACTA2, TNC, STARD13",44,"GO_BP",NA,NA
"GO:0007094","mitotic spindle assembly checkpoint signaling","15/718","56/16871",0.267857142857143,6.29389673696777,8.3659296885782,7.51479180669962e-09,6.84152780605857e-07,3.32096380753626e-07,"CENPF/CDCA8/NDC80/SKA3/CCNB1/AURKB/ZWINT/NUF2/MAD2L1/TTK/KNTC1/DYNC1I1/TRIP13/CDC20/BUB1B",15,"CENPF, CDCA8, NDC80, SKA3, CCNB1, AURKB, ZWINT, NUF2, MAD2L1, TTK, KNTC1, DYNC1I1, TRIP13, CDC20, BUB1B",15,"GO_BP",NA,NA
"hsa04820","Cytoskeleton in muscle cells","34/398","233/8356",0.145922746781116,3.06364440226885,7.14442684103742,3.86406707276392e-09,1.2210451949934e-06,1.2210451949934e-06,"FBLN2/VIM/COL6A3/LMNB1/ACTG2/FHL1/CSRP1/SYNPO2/MYOT/SDC1/DCN/MYOM1/ITGA8/COL6A2/DMD/TPM1/ACTC1/PDLIM3/COL4A6/SSPN/MYH3/FLNC/TPM2/JUP/MYH11/COL4A5/VCL/DSC2/COL6A1/SGCE/SDC2/DTNA/ITGA5/TMOD1",34,"FBLN2, VIM, COL6A3, LMNB1, ACTG2, FHL1, CSRP1, SYNPO2, MYOT, SDC1, DCN, MYOM1, ITGA8, COL6A2, DMD, TPM1, ACTC1, PDLIM3, COL4A6, SSPN, MYH3, FLNC, TPM2, JUP, MYH11, COL4A5, VCL, DSC2, COL6A1, SGCE, SDC2, DTNA, ITGA5, TMOD1",34,"KEGG","Cellular Processes","Cell motility"
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion","24/508","126/11089",0.19047619047619,4.15785526809149,7.81102260195925,2.15224584520666e-09,1.25260708191028e-06,1.25260708191028e-06,"TUBA1C/CENPE/CENPF/CDCA5/CDCA8/KIF2C/NDC80/CENPM/CCNB1/TUBB6/AURKB/CENPA/ZWINT/NUF2/CENPU/MAD2L1/TUBB3/KNTC1/DYNC1I1/CENPN/CDK1/CDC20/CCNB2/BUB1B",24,"TUBA1C, CENPE, CENPF, CDCA5, CDCA8, KIF2C, NDC80, CENPM, CCNB1, TUBB6, AURKB, CENPA, ZWINT, NUF2, CENPU, MAD2L1, TUBB3, KNTC1, DYNC1I1, CENPN, CDK1, CDC20, CCNB2, BUB1B",24,"REACTOME",NA,NA
"GO:1901990","regulation of mitotic cell cycle phase transition","37/718","316/16871",0.117088607594937,2.75125612637072,6.62554767306181,2.46603752977304e-08,1.77435377747057e-06,8.61293682315638e-07,"CHEK1/CCND2/CENPE/CDC7/CENPF/CDCA8/NDC80/FHL1/CCNE1/SKA3/CCNB1/DDR2/KANK2/AURKB/ZWINT/NUF2/UBE2C/MAD2L1/MAP3K20/KIF14/DLGAP5/TTK/KNTC1/ANLN/DYNC1I1/AURKA/DTL/TRIP13/CDK1/STIL/CDC20/RRM2/FAM107A/BUB1B/UBE2E2/CCNE2/ADAMTS1",37,"CHEK1, CCND2, CENPE, CDC7, CENPF, CDCA8, NDC80, FHL1, CCNE1, SKA3, CCNB1, DDR2, KANK2, AURKB, ZWINT, NUF2, UBE2C, MAD2L1, MAP3K20, KIF14, DLGAP5, TTK, KNTC1, ANLN, DYNC1I1, AURKA, DTL, TRIP13, CDK1, STIL, CDC20, RRM2, FAM107A, BUB1B, UBE2E2, CCNE2, ADAMTS1",37,"GO_BP",NA,NA
"GO:0007507","heart development","43/718","410/16871",0.104878048780488,2.46434200692982,6.32848141081556,4.77693561862612e-08,3.27844766072171e-06,1.59139980641709e-06,"SLIT3/GJB6/PRICKLE1/RGS2/CPE/TGFB3/MEIS1/RBM24/CCNB1/MEF2C/SLIT2/SOX4/CDH11/FLRT2/BMP5/TGFBR3/PCSK5/CLDN5/FOXF1/AXIN2/PDE2A/IRX3/BMP4/PDGFRA/SPRY1/OLFM1/TPM1/ACTC1/PDLIM3/FZD7/TGFBR2/SORBS2/SFRP2/MYH11/ACACB/ISL1/VEGFA/EMILIN1/OSR1/EDNRA/CDK1/STIL/ILK",43,"SLIT3, GJB6, PRICKLE1, RGS2, CPE, TGFB3, MEIS1, RBM24, CCNB1, MEF2C, SLIT2, SOX4, CDH11, FLRT2, BMP5, TGFBR3, PCSK5, CLDN5, FOXF1, AXIN2, PDE2A, IRX3, BMP4, PDGFRA, SPRY1, OLFM1, TPM1, ACTC1, PDLIM3, FZD7, TGFBR2, SORBS2, SFRP2, MYH11, ACACB, ISL1, VEGFA, EMILIN1, OSR1, EDNRA, CDK1, STIL, ILK",43,"GO_BP",NA,NA
"GO:0060485","mesenchyme development","32/718","261/16871",0.122605363984674,2.88088453452011,6.456404623145,7.47671547639703e-08,4.97815339406077e-06,2.4164583874671e-06,"PRICKLE1/EZH2/FOXA1/ACTG2/TGFB3/RBM24/GLIPR2/MEF2C/SOX4/FOXM1/BMP5/TGFBR3/FOXF1/SFRP1/AXIN2/EPHA3/SEMA3F/BMP4/SPRY1/OLFM1/ACTC1/TGFBR2/SEMA3E/CORO1C/TCF21/SFRP2/ISL1/VEGFA/OSR1/EDNRA/FERMT2/ACTA2",32,"PRICKLE1, EZH2, FOXA1, ACTG2, TGFB3, RBM24, GLIPR2, MEF2C, SOX4, FOXM1, BMP5, TGFBR3, FOXF1, SFRP1, AXIN2, EPHA3, SEMA3F, BMP4, SPRY1, OLFM1, ACTC1, TGFBR2, SEMA3E, CORO1C, TCF21, SFRP2, ISL1, VEGFA, OSR1, EDNRA, FERMT2, ACTA2",32,"GO_BP",NA,NA
"GO:0045103","intermediate filament-based process","17/718","89/16871",0.191011235955056,4.48823198021971,6.95619377196995,1.75256241359963e-07,1.08585846209277e-05,5.27089380463187e-06,"KRT15/KRT16/EVPL/NES/VIM/SACK1H/KRT6A/KRT7/PRPH/SYNM/KRT20/KRT19/KRT18/KRT17/KRT14/SYNC/INA",17,"KRT15, KRT16, EVPL, NES, VIM, SACK1H, KRT6A, KRT7, PRPH, SYNM, KRT20, KRT19, KRT18, KRT17, KRT14, SYNC, INA",17,"GO_BP",NA,NA
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore","9/718","23/16871",0.391304347826087,9.19456218965726,8.29103337688604,2.0808303260558e-07,1.2715868608952e-05,6.17244285615849e-06,"CDCA8/RACGAP1/ECT2/CCNB1/AURKB/SPAG5/KNTC1/NEK2/CDK1",9,"CDCA8, RACGAP1, ECT2, CCNB1, AURKB, SPAG5, KNTC1, NEK2, CDK1",9,"GO_BP",NA,NA
"R-HSA-69620","Cell Cycle Checkpoints","36/508","288/11089",0.125,2.72859251968504,6.51256390275368,3.72092350788487e-08,1.29596870008608e-05,1.29596870008608e-05,"H2BC5/CHEK1/CENPE/CDC7/CENPF/CDCA8/KIF2C/NDC80/CCNE1/SFN/CENPM/CCNB1/H2BC12/UBE2S/AURKB/CENPA/ZWINT/CCNA2/NUF2/UBE2C/CENPU/MAD2L1/KNTC1/MCM2/DYNC1I1/H2BC12L/CENPN/CDC45/MCM7/H2AX/CDK1/CDC20/CCNB2/MCM4/BUB1B/CCNE2",36,"H2BC5, CHEK1, CENPE, CDC7, CENPF, CDCA8, KIF2C, NDC80, CCNE1, SFN, CENPM, CCNB1, H2BC12, UBE2S, AURKB, CENPA, ZWINT, CCNA2, NUF2, UBE2C, CENPU, MAD2L1, KNTC1, MCM2, DYNC1I1, H2BC12L, CENPN, CDC45, MCM7, H2AX, CDK1, CDC20, CCNB2, MCM4, BUB1B, CCNE2",36,"REACTOME",NA,NA
"R-HSA-68877","Mitotic Prometaphase","29/508","203/11089",0.142857142857143,3.11839145106862,6.67444527702719,4.45350068758103e-08,1.29596870008608e-05,1.29596870008608e-05,"TUBA1C/CENPE/CENPF/CDCA5/CDCA8/KIF2C/NDC80/CENPM/CCNB1/TUBB6/AURKB/CENPA/ZWINT/PLK4/NUF2/CENPU/MAD2L1/PRKAR2B/NCAPG/TUBB3/KNTC1/DYNC1I1/NEK2/CENPN/SMC4/CDK1/CDC20/CCNB2/BUB1B",29,"TUBA1C, CENPE, CENPF, CDCA5, CDCA8, KIF2C, NDC80, CENPM, CCNB1, TUBB6, AURKB, CENPA, ZWINT, PLK4, NUF2, CENPU, MAD2L1, PRKAR2B, NCAPG, TUBB3, KNTC1, DYNC1I1, NEK2, CENPN, SMC4, CDK1, CDC20, CCNB2, BUB1B",29,"REACTOME",NA,NA
"hsa04110","Cell cycle","25/398","157/8356",0.159235668789809,3.34314886534584,6.62799328713236,8.50378198372906e-08,1.34359755342919e-05,1.34359755342919e-05,"CHEK1/CCND2/CDC7/CDCA5/NDC80/CDT1/CCNE1/SFN/TGFB3/CCNB1/AURKB/CCNA2/MAD2L1/TTK/MCM2/CDC45/MCM7/PTTG1/TRIP13/CDK1/CDC20/CCNB2/MCM4/BUB1B/CCNE2",25,"CHEK1, CCND2, CDC7, CDCA5, NDC80, CDT1, CCNE1, SFN, TGFB3, CCNB1, AURKB, CCNA2, MAD2L1, TTK, MCM2, CDC45, MCM7, PTTG1, TRIP13, CDK1, CDC20, CCNB2, MCM4, BUB1B, CCNE2",25,"KEGG","Cellular Processes","Cell growth and death"
"GO:0030239","myofibril assembly","14/718","66/16871",0.212121212121212,4.98425761796235,6.83743621529548,5.58398072685538e-07,3.19360743878229e-05,1.5502172936113e-05,"CSRP1/MYOM1/PRKD1/PGM5/KRT19/PDGFRA/TPM1/ACTC1/MYH3/FLNC/KLHL41/MYH11/TMOD1/KRT8",14,"CSRP1, MYOM1, PRKD1, PGM5, KRT19, PDGFRA, TPM1, ACTC1, MYH3, FLNC, KLHL41, MYH11, TMOD1, KRT8",14,"GO_BP",NA,NA
"R-HSA-195258","RHO GTPase Effectors","37/508","320/11089",0.115625,2.52394808070866,6.0611157736181,1.83537888754662e-07,4.27276205020854e-05,4.27276205020854e-05,"H2BC5/PPP1R12B/H2AC20/TUBA1C/CENPE/CENPF/CDCA8/KIF2C/NDC80/IQGAP3/SFN/CENPM/TUBB6/H2BC12/AURKB/CENPA/ZWINT/PRC1/NUF2/ARPC1B/CENPU/MAD2L1/KIF14/TUBB3/S100A9/KNTC1/DYNC1I1/H2BC12L/MYLK/MYH11/H2AC18/CENPN/H2AX/CDC20/S100A8/FLNA/BUB1B",37,"H2BC5, PPP1R12B, H2AC20, TUBA1C, CENPE, CENPF, CDCA8, KIF2C, NDC80, IQGAP3, SFN, CENPM, TUBB6, H2BC12, AURKB, CENPA, ZWINT, PRC1, NUF2, ARPC1B, CENPU, MAD2L1, KIF14, TUBB3, S100A9, KNTC1, DYNC1I1, H2BC12L, MYLK, MYH11, H2AC18, CENPN, H2AX, CDC20, S100A8, FLNA, BUB1B",37,"REACTOME",NA,NA
"GO:0045104","intermediate filament cytoskeleton organization","16/718","88/16871",0.181818181818182,4.2722208153963,6.48847011441784,8.10201099307178e-07,4.35458687230038e-05,2.11377134020791e-05,"KRT15/KRT16/EVPL/NES/VIM/SACK1H/KRT6A/KRT7/PRPH/SYNM/KRT20/KRT19/KRT18/KRT17/KRT14/INA",16,"KRT15, KRT16, EVPL, NES, VIM, SACK1H, KRT6A, KRT7, PRPH, SYNM, KRT20, KRT19, KRT18, KRT17, KRT14, INA",16,"GO_BP",NA,NA
"R-HSA-9648025","EML4 and NUDC in mitotic spindle formation","20/508","116/11089",0.172413793103448,3.76357588922074,6.55590735396845,2.65735915266164e-07,4.4564225756179e-05,4.45642257561789e-05,"TUBA1C/CENPE/CENPF/CDCA8/KIF2C/NDC80/CENPM/TUBB6/AURKB/CENPA/ZWINT/NUF2/CENPU/MAD2L1/TUBB3/KNTC1/DYNC1I1/CENPN/CDC20/BUB1B",20,"TUBA1C, CENPE, CENPF, CDCA8, KIF2C, NDC80, CENPM, TUBB6, AURKB, CENPA, ZWINT, NUF2, CENPU, MAD2L1, TUBB3, KNTC1, DYNC1I1, CENPN, CDC20, BUB1B",20,"REACTOME",NA,NA
"R-HSA-68882","Mitotic Anaphase","29/508","221/11089",0.131221719457014,2.86440481704493,6.13418183933435,2.88945061911496e-07,4.4564225756179e-05,4.45642257561789e-05,"TUBA1C/CENPE/CENPF/CDCA5/CDCA8/KIF2C/NDC80/LMNB1/CENPM/CCNB1/TUBB6/UBE2S/AURKB/CENPA/ZWINT/NUF2/UBE2C/CENPU/MAD2L1/NDC1/TUBB3/KNTC1/DYNC1I1/CENPN/PTTG1/CDK1/CDC20/CCNB2/BUB1B",29,"TUBA1C, CENPE, CENPF, CDCA5, CDCA8, KIF2C, NDC80, LMNB1, CENPM, CCNB1, TUBB6, UBE2S, AURKB, CENPA, ZWINT, NUF2, UBE2C, CENPU, MAD2L1, NDC1, TUBB3, KNTC1, DYNC1I1, CENPN, PTTG1, CDK1, CDC20, CCNB2, BUB1B",29,"REACTOME",NA,NA
"R-HSA-2555396","Mitotic Metaphase and Anaphase","29/508","222/11089",0.130630630630631,2.85150209264383,6.10577742055717,3.18391573542325e-07,4.4564225756179e-05,4.45642257561789e-05,"TUBA1C/CENPE/CENPF/CDCA5/CDCA8/KIF2C/NDC80/LMNB1/CENPM/CCNB1/TUBB6/UBE2S/AURKB/CENPA/ZWINT/NUF2/UBE2C/CENPU/MAD2L1/NDC1/TUBB3/KNTC1/DYNC1I1/CENPN/PTTG1/CDK1/CDC20/CCNB2/BUB1B",29,"TUBA1C, CENPE, CENPF, CDCA5, CDCA8, KIF2C, NDC80, LMNB1, CENPM, CCNB1, TUBB6, UBE2S, AURKB, CENPA, ZWINT, NUF2, UBE2C, CENPU, MAD2L1, NDC1, TUBB3, KNTC1, DYNC1I1, CENPN, PTTG1, CDK1, CDC20, CCNB2, BUB1B",29,"REACTOME",NA,NA
"R-HSA-68886","M Phase","42/508","398/11089",0.105527638190955,2.30353539350295,5.8029697471246,3.44568755846744e-07,4.4564225756179e-05,4.45642257561789e-05,"KIF20A/H2BC5/H2AC20/TUBA1C/KIF23/CENPE/CENPF/CDCA5/CDCA8/KIF2C/NDC80/LMNB1/CENPM/CCNB1/TUBB6/H2BC12/UBE2S/AURKB/CENPA/ZWINT/PLK4/NUF2/UBE2C/CENPU/MAD2L1/PRKAR2B/NCAPG/NDC1/TUBB3/KNTC1/DYNC1I1/NEK2/H2BC12L/H2AC18/CENPN/SMC4/H2AX/PTTG1/CDK1/CDC20/CCNB2/BUB1B",42,"KIF20A, H2BC5, H2AC20, TUBA1C, KIF23, CENPE, CENPF, CDCA5, CDCA8, KIF2C, NDC80, LMNB1, CENPM, CCNB1, TUBB6, H2BC12, UBE2S, AURKB, CENPA, ZWINT, PLK4, NUF2, UBE2C, CENPU, MAD2L1, PRKAR2B, NCAPG, NDC1, TUBB3, KNTC1, DYNC1I1, NEK2, H2BC12L, H2AC18, CENPN, SMC4, H2AX, PTTG1, CDK1, CDC20, CCNB2, BUB1B",42,"REACTOME",NA,NA
"GO:0010717","regulation of epithelial to mesenchymal transition","17/718","99/16871",0.171717171717172,4.03487521454095,6.38497463224363,8.57390361222663e-07,4.55335523977893e-05,2.21025601047333e-05,"EZH2/FOXA1/TGFB3/GLIPR2/FOXM1/BMP5/SFRP1/AXIN2/EPHA3/BMP4/SPRY1/OLFM1/TGFBR2/SFRP2/ISL1/VEGFA/FERMT2",17,"EZH2, FOXA1, TGFB3, GLIPR2, FOXM1, BMP5, SFRP1, AXIN2, EPHA3, BMP4, SPRY1, OLFM1, TGFBR2, SFRP2, ISL1, VEGFA, FERMT2",17,"GO_BP",NA,NA
"GO:0035633","maintenance of blood-brain barrier","10/718","34/16871",0.294117647058824,6.91094543667049,7.2737307341555,9.48552961933937e-07,4.97822913316152e-05,2.416495152181e-05,"GJB6/JAM2/LSR/SH3GL2/ZEB2/CLDN5/DMD/VCL/JAM3/VEGFA",10,"GJB6, JAM2, LSR, SH3GL2, ZEB2, CLDN5, DMD, VCL, JAM3, VEGFA",10,"GO_BP",NA,NA
"GO:0010927","cellular component assembly involved in morphogenesis","18/718","112/16871",0.160714285714286,3.77633804218066,6.21513364370259,1.1269738621404e-06,5.5860337766759e-05,2.71153118512326e-05,"CNTN1/CSRP1/MYOM1/PRKD1/CCDC136/PLN/EPB41L3/PGM5/KRT19/PDGFRA/TPM1/ACTC1/MYH3/FLNC/KLHL41/MYH11/TMOD1/KRT8",18,"CNTN1, CSRP1, MYOM1, PRKD1, CCDC136, PLN, EPB41L3, PGM5, KRT19, PDGFRA, TPM1, ACTC1, MYH3, FLNC, KLHL41, MYH11, TMOD1, KRT8",18,"GO_BP",NA,NA
"R-HSA-3000171","Non-integrin membrane-ECM interactions","16/508","80/11089",0.2,4.36574803149606,6.61984415987464,5.28561127651413e-07,5.72322121063271e-05,5.72322121063271e-05,"ACTG2/SDC1/DDR2/LAMA4/DMD/LAMC3/ACTC1/ACTN1/COL4A6/SSPN/COL4A5/SGCE/SDC2/DTNA/ACTA2/TNC",16,"ACTG2, SDC1, DDR2, LAMA4, DMD, LAMC3, ACTC1, ACTN1, COL4A6, SSPN, COL4A5, SGCE, SDC2, DTNA, ACTA2, TNC",16,"REACTOME",NA,NA
"R-HSA-445355","Smooth Muscle Contraction","12/508","45/11089",0.266666666666667,5.82099737532808,7.10027321583694,5.40854238118211e-07,5.72322121063271e-05,5.72322121063271e-05,"CACNA1H/ACTG2/CALD1/SORBS1/ALDH2/PDE5A/TPM1/TPM2/MYLK/MYH11/VCL/ACTA2",12,"CACNA1H, ACTG2, CALD1, SORBS1, ALDH2, PDE5A, TPM1, TPM2, MYLK, MYH11, VCL, ACTA2",12,"REACTOME",NA,NA
"R-HSA-69618","Mitotic Spindle Checkpoint","19/508","111/11089",0.171171171171171,3.73645101794708,6.34866867262432,5.93986388516918e-07,5.76166796861411e-05,5.76166796861411e-05,"CENPE/CENPF/CDCA8/KIF2C/NDC80/CENPM/UBE2S/AURKB/CENPA/ZWINT/NUF2/UBE2C/CENPU/MAD2L1/KNTC1/DYNC1I1/CENPN/CDC20/BUB1B",19,"CENPE, CENPF, CDCA8, KIF2C, NDC80, CENPM, UBE2S, AURKB, CENPA, ZWINT, NUF2, UBE2C, CENPU, MAD2L1, KNTC1, DYNC1I1, CENPN, CDC20, BUB1B",19,"REACTOME",NA,NA
"GO:0003012","muscle system process","42/718","447/16871",0.0939597315436242,2.20779196500346,5.45631703027806,1.34613321848153e-06,6.59901130510559e-05,3.20324324200966e-05,"PPP1R12B/CACNA1H/KCNMA1/SLMAP/RGS2/LMCD1/MYOT/MEIS1/GSN/CALD1/PRKD1/PLN/CRYAB/CAV1/SYNM/DMD/FXYD1/RPL29/BIN1/SMTN/TPM1/ACTC1/PPARG/SSPN/MYH3/SORBS2/MYOC/CHRM3/KLHL41/TPM2/JUP/MYLK/MYH11/IGFBP5/KCNJ8/DSC2/EDNRA/DTNA/TMOD1/FLNA/GNAO1/ACTA2",42,"PPP1R12B, CACNA1H, KCNMA1, SLMAP, RGS2, LMCD1, MYOT, MEIS1, GSN, CALD1, PRKD1, PLN, CRYAB, CAV1, SYNM, DMD, FXYD1, RPL29, BIN1, SMTN, TPM1, ACTC1, PPARG, SSPN, MYH3, SORBS2, MYOC, CHRM3, KLHL41, TPM2, JUP, MYLK, MYH11, IGFBP5, KCNJ8, DSC2, EDNRA, DTNA, TMOD1, FLNA, GNAO1, ACTA2",42,"GO_BP",NA,NA
"R-HSA-9734779","Developmental Cell Lineages of the Integumentary System","15/508","73/11089",0.205479452054795,4.48535756660554,6.54623984918427,8.3187445679624e-07,7.44847590546787e-05,7.44847590546787e-05,"KRT15/VIM/TFAP2A/CSPG4/KRT19/KRT18/TFRC/KRT14/MYH11/EPCAM/ALDH1A1/KRT8/LRIG1/CD24/ACTA2",15,"KRT15, VIM, TFAP2A, CSPG4, KRT19, KRT18, TFRC, KRT14, MYH11, EPCAM, ALDH1A1, KRT8, LRIG1, CD24, ACTA2",15,"REACTOME",NA,NA
"R-HSA-141424","Amplification of signal from the kinetochores","17/508","94/11089",0.180851063829787,3.94775087954431,6.28857428045408,1.04871171197083e-06,8.13800288489365e-05,8.13800288489365e-05,"CENPE/CENPF/CDCA8/KIF2C/NDC80/CENPM/AURKB/CENPA/ZWINT/NUF2/CENPU/MAD2L1/KNTC1/DYNC1I1/CENPN/CDC20/BUB1B",17,"CENPE, CENPF, CDCA8, KIF2C, NDC80, CENPM, AURKB, CENPA, ZWINT, NUF2, CENPU, MAD2L1, KNTC1, DYNC1I1, CENPN, CDC20, BUB1B",17,"REACTOME",NA,NA
"R-HSA-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","17/508","94/11089",0.180851063829787,3.94775087954431,6.28857428045408,1.04871171197083e-06,8.13800288489365e-05,8.13800288489365e-05,"CENPE/CENPF/CDCA8/KIF2C/NDC80/CENPM/AURKB/CENPA/ZWINT/NUF2/CENPU/MAD2L1/KNTC1/DYNC1I1/CENPN/CDC20/BUB1B",17,"CENPE, CENPF, CDCA8, KIF2C, NDC80, CENPM, AURKB, CENPA, ZWINT, NUF2, CENPU, MAD2L1, KNTC1, DYNC1I1, CENPN, CDC20, BUB1B",17,"REACTOME",NA,NA
"R-HSA-9924644","Developmental Lineages of the Mammary Gland","11/508","40/11089",0.275,6.00290354330709,6.94521582544818,1.1542707567848e-06,8.39731975560939e-05,8.39731975560939e-05,"VIM/TFAP2A/KRT19/KRT18/KRT14/MYH11/EPCAM/ALDH1A1/KRT8/CD24/ACTA2",11,"VIM, TFAP2A, KRT19, KRT18, KRT14, MYH11, EPCAM, ALDH1A1, KRT8, CD24, ACTA2",11,"REACTOME",NA,NA
"GO:0141156","cAMP/PKA signal transduction","13/718","64/16871",0.203125,4.77287169220056,6.37543892684917,2.37892381416705e-06,0.000104042932696071,5.05037505815003e-05,"CRH/LRRK2/SFN/MIF/MYOM1/LPAR1/AKAP12/PDE2A/PRKAR2B/PDE5A/PDE7B/PJA2/EDNRA",13,"CRH, LRRK2, SFN, MIF, MYOM1, LPAR1, AKAP12, PDE2A, PRKAR2B, PDE5A, PDE7B, PJA2, EDNRA",13,"GO_BP",NA,NA
"R-HSA-2467813","Separation of Sister Chromatids","24/508","177/11089",0.135593220338983,2.95982917389564,5.75900930678862,1.70940633379908e-06,0.000110921156246493,0.000110921156246493,"TUBA1C/CENPE/CENPF/CDCA5/CDCA8/KIF2C/NDC80/CENPM/TUBB6/UBE2S/AURKB/CENPA/ZWINT/NUF2/UBE2C/CENPU/MAD2L1/TUBB3/KNTC1/DYNC1I1/CENPN/PTTG1/CDC20/BUB1B",24,"TUBA1C, CENPE, CENPF, CDCA5, CDCA8, KIF2C, NDC80, CENPM, TUBB6, UBE2S, AURKB, CENPA, ZWINT, NUF2, UBE2C, CENPU, MAD2L1, TUBB3, KNTC1, DYNC1I1, CENPN, PTTG1, CDC20, BUB1B",24,"REACTOME",NA,NA
"R-HSA-9734767","Developmental Cell Lineages","22/508","153/11089",0.143790849673203,3.13877309453965,5.83681978329957,1.71527561205917e-06,0.000110921156246493,0.000110921156246493,"KRT15/VIM/KRT7/LAMA4/TFAP2A/CA2/CSPG4/KRT19/KRT18/LAMC3/TFRC/AQP1/KRT17/KRT14/MYH11/EPCAM/PROM1/ALDH1A1/KRT8/LRIG1/CD24/ACTA2",22,"KRT15, VIM, KRT7, LAMA4, TFAP2A, CA2, CSPG4, KRT19, KRT18, LAMC3, TFRC, AQP1, KRT17, KRT14, MYH11, EPCAM, PROM1, ALDH1A1, KRT8, LRIG1, CD24, ACTA2",22,"REACTOME",NA,NA
"GO:0051383","kinetochore organization","9/718","31/16871",0.290322580645161,6.82177194716506,6.84003240613841,3.77787121142528e-06,0.000154615444717139,7.50522851835862e-05,"CENPE/CENPF/HJURP/CENPW/CENPA/NUF2/DLGAP5/KNTC1/CENPN",9,"CENPE, CENPF, HJURP, CENPW, CENPA, NUF2, DLGAP5, KNTC1, CENPN",9,"GO_BP",NA,NA
"GO:0000727","double-strand break repair via break-induced replication","6/718","12/16871",0.5,11.7486072423398,7.8527193879432,4.31521158665542e-06,0.000170355388389998,8.26926521823046e-05,"CDC7/GINS2/MCM2/CDC45/MCM7/MCM4",6,"CDC7, GINS2, MCM2, CDC45, MCM7, MCM4",6,"GO_BP",NA,NA
"GO:0043116","negative regulation of vascular permeability","7/718","18/16871",0.388888888888889,9.13780563293098,7.28279561071114,5.18073163138676e-06,0.000200967337457533,9.75520780025725e-05,"SH3GL2/SLIT2/CLDN5/AKAP12/PDE2A/VEGFA/FERMT2",7,"SH3GL2, SLIT2, CLDN5, AKAP12, PDE2A, VEGFA, FERMT2",7,"GO_BP",NA,NA
