"","GSE7476_logFC","GSE7476_SE","GSE7476_logFC_scaled","GSE7476_SE_scaled"
"1",-0.0363128776627555,0.0981831417087364,-0.0120272103109159,0.143540028979836
"10",-0.081315561746067,0.0931285084976001,-0.0778194274376789,0.136150346953146
"100",0.423006429408863,0.572517221200094,0.659480194123582,0.836998461164582
"1000",-0.456799988852184,0.281110112207203,-0.626763417315049,0.410972321220358
"10000",-2.30765577334454,0.476193348531047,-3.33264436917595,0.69617661299658
"100009676",0.11371934543557,0.149904542979265,0.207314208965817,0.219154755785718
"10001",0.107342552763764,0.222322193700861,0.197991579958641,0.325026614256759
"10002",-0.0675815410230243,0.109036835527746,-0.0577408100876313,0.159407717650265
"10003",-0.263685156362683,0.045742355636085,-0.344436857280838,0.0668735888803338
"100033431",0.14903917373366,0.105378316033631,0.258950458216329,0.154059100921678
"100038246",0.101536905104179,0.196901460099967,0.189503943295153,0.287862465969617
"10004",-0.41338672651761,0.140864499387199,-0.563294874496363,0.205938554953263
"100048912",-0.013069534251271,0.0684229490040922,0.0219536761101985,0.100031756083634
"100049716",-0.397593948810989,0.339003221665642,-0.540206432527322,0.495609851297049
"10005",0.365872222124293,0.081715267669725,0.575952150239065,0.11946462178001
"10006",-0.235489878243328,0.171224638845536,-0.303216430149337,0.250323927246699
"10007",0.39778915566013,0.158205070090052,0.622613496422835,0.231289811573246
"10008",0.199634848904473,0.131421787595903,0.3329194161645,0.192133668487196
"10009",0.727987995347772,0.12599260783809,1.10535167522828,0.184196413616242
"100093630",-0.477193381866782,0.427060123072609,-0.656577784357777,0.624345701055519
"1001",1.13803031625986,0.290978533493743,1.70481799502973,0.425399578820826
"10010",-0.357824359844615,0.175332061276597,-0.482064801964266,0.256328823041702
"100101266",0.373838478686758,0.170770316797189,0.587598515164208,0.249659725644968
"100101467",0.235408739522906,0.15541924405993,0.385219487304252,0.227217039586761
"100101938",0.124314222092146,0.120069359518648,0.222803516761999,0.17553684924877
"10011",0.190407373554065,0.118753228815655,0.319429197210847,0.173612716083329
"100113403",0.196322802359754,0.0779135888839087,0.328077329745816,0.113906711597151
"100113407",-0.411804430604402,0.200828391763135,-0.56098161788954,0.29360349110818
"100124700",-0.180998914047891,0.0791563299201356,-0.223552707399913,0.115723551853533
"100125288",0.166162934082721,0.0894996362786309,0.283984746322932,0.130845073416268
"100126784",0.257309103516851,0.0998457491087005,0.417236988757663,0.145970697933992
"100126791",-0.0817793995228597,0.13011481163593,-0.0784975406734549,0.190222919208801
"100126793",0.1953552563878,0.167127319728367,0.326662814234939,0.244333802113376
"100127888",-0.0259426735663739,0.10152214734221,0.00313363472434709,0.148421528563689
