"","GSE37817_logFC","GSE37817_SE","GSE37817_logFC_scaled","GSE37817_SE_scaled"
"10",-0.0686666666666653,0.0563025337675135,-0.089169237817678,0.114530530066496
"100",0.510666666666667,0.472685837776602,1.08930976324891,0.961536824950445
"1000",-1.176,0.746979299628895,-2.34170504998293,1.51950417521993
"10000",-0.0213333333333301,0.0359038496508814,0.00711615812677636,0.0730355573147563
"100008588",0.742666666666665,0.242461859034405,1.56124381661043,0.493215551377928
"10001",0.102666666666666,0.168412779198999,0.259356772854484,0.342585023815795
"10002",-0.0393333333333299,0.0307085060802217,-0.0294994149788593,0.0624671971858461
"10003",-1.08,0.197357355895153,-2.14642199341953,0.401464038484111
"100038246",0.038000000000002,0.064355494168172,0.127811936141649,0.130911850081336
"10004",-0.536,0.282075902577329,-1.03981800622698,0.57379837956436
"100048912",0.0200000000000005,0.0534055067212,0.0911963630360092,0.108637401977425
"10005",0.204000000000001,0.260145828050061,0.465488888115845,0.529188254727403
"10006",0.00799999999999734,0.130278334516697,0.0667859809655788,0.265011993420923
"10007",0.0493333333333332,0.251913369393155,0.150866185874823,0.5124417996279
"10008",0.0719999999999992,0.0662252050036673,0.196974685341178,0.134715213069307
"10009",-0.242666666666667,0.237407395851389,-0.44311977783883,0.482933769923069
"1001",1.04,0.530089021175095,2.16607883902205,1.07830629485177
"10010",-0.358666666666668,0.147060750023692,-0.679086804519599,0.299150757970121
"100101120",-0.00666666666666593,0.0468904686411079,0.0369510695461785,0.0953845212492237
"100101266",0.417333333333334,0.311832180254019,0.899451236034495,0.634328555154497
"100124700",-0.109333333333334,0.152844308746022,-0.171893310389674,0.310915664481689
"100126798",1.512,0.943755147152998,3.12622053379206,1.9197853102445
"100127955",-0.0213333333333319,0.081214241894016,0.00711615812677275,0.165205889516064
"100127983",-0.0186666666666655,0.0500034566706378,0.0125406874757553,0.10171695684768
"100128059",0.00133333333333496,0.0358129571696413,0.0532246575931297,0.0728506639652232
"100128124",-0.329999999999999,0.138852439661678,-0.620773114018026,0.282453425296006
"100128239",-0.795333333333331,0.293368011418179,-1.56735348541558,0.596768770496524
"100128385",0.0513333333333339,0.0546088221516462,0.154934582886561,0.111085184428127
"100128420",-0.207333333333331,0.10207138630015,-0.371244763964799,0.20763346150371
"100128505",-0.0786666666666651,0.0580029799149349,-0.109511222876364,0.117989575078891
"100128554",-0.0739999999999998,0.0683086676350377,-0.100018296515647,0.138953389641073
"100128731",-0.275333333333334,0.264255020859364,-0.509570262363875,0.537547168600413
"100128782",-0.296666666666668,0.269650345154563,-0.552966497155741,0.548522329220385
"100128788",0.0806666666666676,0.125400297319828,0.214604405725376,0.255089097443481
"100128822",0.0119999999999996,0.0540616931539021,0.074922774989058,0.109972215438398
"100128905",0.0200000000000005,0.0479382318622002,0.0911963630360092,0.0975158796280736
"100128946",-0.059333333333333,0.0633220262811107,-0.0701833850962392,0.128809571249612
"100128977",0.165999999999999,0.071607986312308,0.388189344892832,0.145664858764761
"100128998",0.0646666666666684,0.0614748769321839,0.182057229631479,0.125052102803909
"100129027",0.0293333333333337,0.0620744276485994,0.11018221575745,0.126271707975434
"100129075",0.285333333333333,0.217296974918295,0.630937033259829,0.442025181708578
