"","GSE3167_logFC","GSE3167_SE","GSE3167_logFC_scaled","GSE3167_SE_scaled"
"10",-0.681109173718025,0.156421218308264,-1.14259288719134,0.245877236609484
"100",-0.230548630192486,0.1672014174928,-0.434360445547749,0.262822543737637
"1000",-0.28654942424056,0.0981624679913538,-0.522387636726772,0.154300782397153
"10000",-0.782202285624049,0.209440883393837,-1.30150032484293,0.329218415499356
"10001",1.07225531849892,0.217117522638554,1.61350645008583,0.341285262084193
"10002",-0.562176202860565,0.134922439283202,-0.955643120833178,0.212083481297191
"10003",-0.101674285389137,0.0457278493297467,-0.231783914608973,0.0718792332069371
"10004",-0.368475122663505,0.104706430163198,-0.651165973536795,0.164587183134163
"10005",0.0556657126549185,0.164512670822006,0.0155375443696523,0.258596124786885
"10006",1.37047132249014,0.306567985906457,2.08226975321764,0.481891715349415
"10007",0.76554180276119,0.255688202428619,1.1313859775822,0.401914198896593
"10009",-0.0840251440583613,0.0423134870157677,-0.204041373374002,0.0665122249479281
"1001",0.460958031402459,0.391544602205836,0.652613232888506,0.615465765072897
"10010",0.324769620382206,0.142026326597539,0.438539780948596,0.223250023796509
"100126791",-0.52707474039937,0.152972074377547,-0.900467418430059,0.240455555410953
"100128124",-0.237645579434829,0.121005883755595,-0.445516082148317,0.190208161227077
"100128640",-1.22428406380664,0.158610372515336,-1.99640506443349,0.249318350243351
"100129250",-0.239812610049042,0.120111988334101,-0.448922419887107,0.188803054308516
"100129271",-0.218602929440546,0.150822664684992,-0.415583096016675,0.237076915855125
"100129361",1.01464948919166,0.227181097278174,1.52295631708052,0.357104112938089
"100129460",0.0208666604810341,0.0819634660108003,-0.0391628017706122,0.128837703373176
"100129482",-0.346703424650316,0.147231288530199,-0.616943219094176,0.231431660984234
"100129528",-0.485155970453855,0.110478372275257,-0.834575646023838,0.173660051839137
"100129973",-0.435873735800178,0.0887448371742994,-0.757109303531184,0.139497285366831
"10013",-0.586914403097579,0.106544132935877,-0.994528895913782,0.167475853126269
"100130331",-0.733866511260393,0.108066668161526,-1.22552171555673,0.169869113823072
"100130348",-0.419389858051587,0.1642660319356,-0.73119843061211,0.258208435133999
"100130449",-0.0346161060135435,0.307941125226485,-0.126375709665572,0.484050141841293
"100130958",-0.265377224749177,0.0703468449489301,-0.489107229118471,0.110577631521522
"100131532",-0.562037164706036,0.142308050714128,-0.955424567892672,0.223692863636412
"100131755",-0.491692784776805,0.126397921931175,-0.844850811115499,0.198683862034443
"100131825",-1.0700826964075,0.143522575765806,-1.75401719335333,0.225601965654216
"100131827",-0.546467554438086,0.11381249627189,-0.930950824565691,0.17890093414188
"100132285",-0.983439180077585,0.150962399863675,-1.61782295707431,0.237296564442212
"100132341",-0.161013040869795,0.130989708170081,-0.325058020124997,0.205901653352872
"100132476",-0.66632134080802,0.105517774086901,-1.11934801331375,0.165862528026994
"100132923",-0.750215112249848,0.112978105823972,-1.25121994804202,0.177589362605702
"100133941",2.95853104818207,0.421323089065129,4.57852787693612,0.662274325564642
"100134713",-0.400676881835723,0.141036114250093,-0.701783656002517,0.221693517088021
"100137047",0.00325937368182938,0.208178588767403,-0.0668395522089533,0.32723422487681
"10014",0.174666946793081,0.124280960819498,0.202594613221695,0.195356228138105
"10015",0.96300425217779,0.184423109382925,1.44177559046075,0.289893180684978
"10016",1.01004894626512,0.193294403398308,1.51572476119624,0.303837895355044
"100169750",-0.68993676202172,0.179188062174475,-1.15646890120985,0.281664252697746
"10017",-0.183040430259121,0.10475442775462,-0.359682693755239,0.164662630156442
"10018",-0.0923460702670442,0.0867555402501413,-0.2171209693799,0.136370325765073
"10019",-0.136969191156665,0.223159818899847,-0.287263688966756,0.350783098270169
"1002",-1.0057574170814,0.143335088077108,-1.65290481169636,0.225307255286314
"10020",-0.202381643425106,0.275611711410871,-0.390084988900105,0.433231800083321
"10021",-0.793991117564604,0.120524325337119,-1.32003109356949,0.189451203478752
"10022",-0.649464853622971,0.100975946831431,-1.09285143866212,0.158723266826945
"10023",-0.0560537262529968,0.125131720191508,-0.160073329981842,0.196693529852488
"10024",-0.193280789899778,0.159056793871576,-0.37577943150964,0.250020076330279
"10025",0.526291286839415,0.155520342491048,0.755310043968717,0.244461157263849
"10026",-0.106841940749177,0.141703717272874,-0.239906909899629,0.222742916831668
"100272147",0.53082112391073,0.156816684384686,0.762430457896137,0.246498866507876
"100272228",-0.51961539328097,0.0978906163840927,-0.888742131565405,0.153873461074098
"100287387",-0.224419805998721,0.0986093831297313,-0.424726596810818,0.155003284656192
"100287932",0.694565452375628,0.162550397673406,1.01981883160181,0.255511643637404
"100288069",-1.85712939554294,0.184430341657057,-2.99116947716094,0.289904549037669
"100288413",-0.327502858350339,0.151846418147633,-0.586762005610262,0.238686145568881
"100288570",-0.304202912258787,0.12287374945843,-0.550137010484277,0.193144244082956
"100289097",0.284824189317827,0.1990457992119,0.375749883826529,0.312878467501122
"100289255",-0.456187626026545,0.0971876795792515,-0.789040541809895,0.152768520446767
"100289410",0.0481040160215844,0.126510295990654,0.00365137513767937,0.198860501901528
"100289473",-0.413915606516957,0.122246234716292,-0.722593499296542,0.192157858780519
"100289518",-0.442105114817471,0.0943991639673798,-0.766904357358337,0.148385275511683
"100289678",-0.173187213910468,0.109822474690235,-0.34419450338232,0.172629051777582
"100293516",0.348165053916596,0.119421679387156,0.475314872006769,0.187717963307963
"100294145",-0.247655999035226,0.104444622427316,-0.461251379029821,0.164175649690568
"1003",0.164097165458392,0.278623816502378,0.185980060194637,0.43796650349688
"100302285",0.61001259940322,0.113864371360293,0.886910891993947,0.178982476170023
"100316904",-0.55182269600657,0.125804185906358,-0.93936852789745,0.197750573222116
"10036",-0.0468175562800015,0.149140472990167,-0.145555069771516,0.234432692457274
"10038",0.0123751455878729,0.128887209355824,-0.0525105447375806,0.202596752623833
"10039",-0.0286871138786271,0.162796777077847,-0.117055975311249,0.255898925412706
"1004",-0.399132961765521,0.0764472557718763,-0.699356780643068,0.120166817512725
"10040",0.760552177307387,0.224905912664618,1.12354282604838,0.353527768810305
"10042",0.620002231756406,0.134462073527802,0.902613513571191,0.211359836123016
"10043",-0.150947777805035,0.125937786922672,-0.309236515249402,0.197960579569431
"10044",-0.65074671818151,0.133031044319451,-1.09486639110125,0.209110412988084
"10045",0.622449818970278,0.163647914758718,0.906460855939548,0.2572368217877
"10046",-0.820927466005834,0.137454616822424,-1.36237211987468,0.216063790507681
"100462953",-0.276201042929864,0.111247219656596,-0.506121100590729,0.174868596763812
"10047",-0.687658565322401,0.133734200557554,-1.15288782240904,0.210215698540768
"10048",1.32842264853929,0.243867823248914,2.0161737857655,0.383333841322249
"10049",0.784773967673912,0.294139651229191,1.16161686066763,0.462355717489573
"100499177",1.03355386338461,0.231798583775542,1.55267194860841,0.364362302283072
"1005",-0.691662447812121,0.121000219883652,-1.15918149262161,0.190199258232989
"10050",-0.700413993421065,0.168759250140564,-1.17293797574878,0.265271288164223
"100505494",0.267404443774844,0.150237805873174,0.348367927958445,0.236157581061471
"100505498",-0.778586699042643,0.0974321706267063,-1.29581701380001,0.153152833929133
"100505534",-0.458667908700577,0.0895917509133865,-0.792939277905273,0.140828542162204
"100505741",-0.110531524140221,0.0449215376363495,-0.245706535923781,0.0706117984358582
"100505761",-0.161752573221221,0.13312507900917,-0.326220484993372,0.209258225349499
"100505852",-0.322558665059877,0.0621316734893169,-0.57899026852325,0.0976642705426931
"100505879",-0.498681997326345,0.116002700740838,-0.855837097287817,0.182343698673822
"100505915",-0.403360486422635,0.0980817229042503,-0.706001992153575,0.154173859853641
"100505933",-0.462149740247841,0.114900481461825,-0.798412340501511,0.180611129183617
"100506070",-0.901590443788733,0.122514561288378,-1.48916559641483,0.192579639129547
"100506076",-0.732638096994646,0.211963943399734,-1.22359078119667,0.333184392933616
"100506144",0.19185766450862,0.188190691466222,0.229616562116766,0.295815412216988
"100506164",-0.0408689687423847,0.10734757405835,-0.136204533563593,0.168738775670336
"100506190",-0.419426360831507,0.111044186448228,-0.731255809033991,0.174549450520398
"100506282",0.0828473980406987,0.0800064339691119,0.0582642138159479,0.12576146067688
