"gene","significance_GSE13507","significance_GSE3167","significance_GSE37817","significance_GSE52519","significance_GSE65635","significance_GSE7476","significance_GSE76211","score"
"100131532",NA,"not significant",NA,NA,NA,"not significant",NA,0
"100131551",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100131561",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100131564",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100131608",NA,NA,NA,NA,NA,"not significant",NA,0
"100131635",NA,NA,NA,NA,NA,NA,"not significant",0
"100131655",NA,NA,NA,NA,NA,"not significant","not significant",0
"100131691",NA,NA,NA,NA,NA,"not significant","not significant",0
"100131726",NA,NA,"not significant",NA,"not significant",NA,"not significant",0
"100131733",NA,NA,NA,NA,NA,"not significant","not significant",0
"100131755",NA,"not significant","not significant",NA,NA,"not significant","not significant",0
"100131801",NA,NA,NA,NA,NA,"not significant","not significant",0
"100131814",NA,NA,NA,NA,NA,"not significant","not significant",0
"100131816",NA,NA,"not significant",NA,"not significant","not significant","not significant",0
"100131825",NA,"significant",NA,NA,NA,"not significant","not significant",0.0612244897959184
"100131827",NA,"not significant","not significant",NA,NA,"not significant","not significant",0
"100131897",NA,NA,NA,NA,NA,"not significant","not significant",0
"100131902",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100131980",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100131997",NA,NA,NA,NA,NA,"not significant","not significant",0
"100131998",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132004",NA,NA,NA,NA,NA,NA,"not significant",0
"100132057",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100132074",NA,NA,NA,NA,NA,"not significant",NA,0
"100132077",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132078",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132101",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100132103",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100132111",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100132116",NA,NA,NA,NA,NA,"not significant",NA,0
"100132146",NA,NA,NA,NA,NA,NA,"not significant",0
"100132147",NA,NA,NA,NA,NA,NA,"not significant",0
"100132154",NA,NA,"not significant",NA,NA,NA,NA,0
"100132159",NA,NA,NA,NA,NA,NA,"not significant",0
"100132163",NA,NA,NA,NA,NA,NA,"not significant",0
"100132169",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132215",NA,NA,NA,NA,NA,NA,"not significant",0
"100132234",NA,NA,"not significant",NA,NA,"not significant",NA,0
"100132247",NA,NA,NA,NA,NA,NA,"not significant",0
"100132249",NA,NA,NA,NA,NA,"not significant",NA,0
"100132273",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132285",NA,"not significant",NA,NA,NA,"not significant","not significant",0
"100132287",NA,NA,NA,NA,NA,NA,"not significant",0
"100132288",NA,NA,NA,NA,NA,NA,"not significant",0
"100132341",NA,"not significant","not significant",NA,"not significant","not significant","not significant",0
"100132352",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132354",NA,NA,"not significant",NA,"not significant","not significant","not significant",0
"100132356",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132386",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132396",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100132403",NA,NA,NA,NA,NA,NA,"not significant",0
"100132406",NA,NA,NA,NA,"not significant",NA,NA,0
"100132417",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100132463",NA,NA,NA,NA,NA,NA,"not significant",0
"100132464",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132476",NA,"not significant","not significant",NA,"not significant","not significant",NA,0
"100132501",NA,NA,NA,NA,NA,NA,"not significant",0
"100132526",NA,NA,NA,NA,NA,NA,"not significant",0
"100132565",NA,NA,NA,NA,NA,NA,"not significant",0
"100132596",NA,NA,"not significant",NA,"not significant","not significant","not significant",0
"100132618",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132677",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132686",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132707",NA,NA,NA,NA,"significant","not significant","not significant",0.0612244897959184
"100132708",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100132724",NA,NA,NA,NA,NA,NA,"not significant",0
"100132735",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132741",NA,NA,NA,NA,NA,NA,"not significant",0
"100132774",NA,NA,NA,NA,NA,NA,"not significant",0
"100132781",NA,NA,NA,NA,NA,NA,"not significant",0
"100132813",NA,NA,NA,NA,NA,NA,"not significant",0
"100132815",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132831",NA,NA,NA,NA,NA,NA,"not significant",0
"100132832",NA,NA,"not significant",NA,"not significant",NA,NA,0
"100132891",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132911",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132916",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100132923",NA,"not significant",NA,NA,NA,"not significant","not significant",0
"100132948",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100132963",NA,NA,NA,NA,NA,NA,"not significant",0
"100132967",NA,NA,NA,NA,NA,NA,"not significant",0
"100132979",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100132987",NA,NA,NA,NA,NA,"not significant","not significant",0
"100132994",NA,NA,NA,NA,NA,NA,"not significant",0
"100133036",NA,NA,NA,NA,NA,"not significant","not significant",0
"100133050",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100133077",NA,NA,NA,NA,NA,NA,"not significant",0
"100133091",NA,NA,NA,NA,NA,NA,"not significant",0
"100133121",NA,NA,NA,NA,NA,NA,"not significant",0
"100133123",NA,NA,NA,NA,NA,NA,"not significant",0
"100133161",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100133172",NA,NA,NA,NA,NA,NA,"not significant",0
"100133190",NA,NA,NA,NA,NA,"not significant","not significant",0
"100133204",NA,NA,NA,NA,NA,NA,"not significant",0
"100133205",NA,NA,NA,NA,NA,"not significant","not significant",0
"100133220",NA,NA,NA,NA,NA,NA,"not significant",0
"100133234",NA,NA,NA,NA,NA,NA,"not significant",0
"100133286",NA,NA,NA,NA,NA,NA,"not significant",0
"100133308",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100133311",NA,NA,NA,NA,NA,"not significant","not significant",0
"100133315",NA,NA,NA,NA,NA,"not significant",NA,0
"100133319",NA,NA,NA,NA,NA,"not significant",NA,0
"100133461",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100133545",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100133612",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100133669",NA,NA,NA,NA,NA,"not significant","not significant",0
"100133920",NA,NA,NA,NA,NA,"not significant","not significant",0
"100133941",NA,"significant","not significant",NA,"significant","significant","not significant",0.306122448979592
"100133957",NA,NA,NA,NA,NA,NA,"not significant",0
"100133985",NA,NA,"not significant",NA,"not significant","not significant","not significant",0
"100133991",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100134015",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100134040",NA,NA,NA,NA,NA,"not significant",NA,0
"100134229",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100134259",NA,NA,"not significant",NA,"not significant","not significant","not significant",0
"100134317",NA,NA,NA,NA,NA,NA,"not significant",0
"100134368",NA,NA,"not significant",NA,"not significant","not significant",NA,0
"100134444",NA,NA,NA,NA,NA,NA,"not significant",0
"100134713",NA,"not significant",NA,NA,"not significant","not significant","not significant",0
"100134868",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100134869",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100134934",NA,NA,NA,NA,"significant",NA,"not significant",0.0408163265306122
"100134938",NA,NA,NA,NA,NA,NA,"not significant",0
"100137047",NA,"not significant",NA,NA,"not significant","not significant","not significant",0
"10014","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"100141515",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100144596",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100144597",NA,NA,NA,NA,NA,"not significant","not significant",0
"100144602",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100144603",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100144604",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100144748",NA,NA,"not significant",NA,"not significant","not significant","not significant",0
"100147773",NA,NA,NA,NA,NA,"not significant","not significant",0
"10015","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"100151643",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100151683",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100151684",NA,NA,"not significant",NA,"not significant",NA,"not significant",0
"100158262",NA,NA,NA,NA,"not significant",NA,"not significant",0
"10016","not significant","significant","not significant","not significant","significant","not significant",NA,0.244897959183673
"100169750",NA,"not significant",NA,NA,"not significant","not significant","not significant",0
"100169752",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100169760",NA,NA,NA,NA,"not significant",NA,NA,0
"100169851",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100169890",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100169951",NA,NA,NA,NA,NA,NA,"not significant",0
"100169959",NA,NA,NA,NA,NA,NA,"not significant",0
"100169989",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"10017","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"100170217",NA,NA,NA,NA,NA,NA,"not significant",0
"100170218",NA,NA,NA,NA,NA,NA,"not significant",0
"100170219",NA,NA,NA,NA,NA,NA,"not significant",0
"100170220",NA,NA,NA,NA,NA,NA,"not significant",0
"100170221",NA,NA,NA,NA,NA,NA,"not significant",0
"100170222",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100170224",NA,NA,NA,NA,NA,NA,"not significant",0
"100170225",NA,NA,NA,NA,NA,NA,"not significant",0
"100170226",NA,NA,NA,NA,NA,NA,"not significant",0
"100170227",NA,NA,NA,NA,NA,NA,"not significant",0
"100170228",NA,NA,NA,NA,NA,NA,"not significant",0
"100170229",NA,NA,NA,NA,NA,"not significant","not significant",0
"100170765",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100170841",NA,NA,NA,NA,"significant","not significant","not significant",0.0612244897959184
"10018","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"100187716",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100188847",NA,NA,NA,NA,NA,NA,"not significant",0
"100188893",NA,NA,"not significant",NA,"not significant","not significant","not significant",0
"100188947",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100188949",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100188953",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100188954",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100189589",NA,NA,NA,NA,"not significant","not significant","not significant",0
"10019","not significant","not significant","not significant","not significant","not significant","significant","not significant",0.142857142857143
"100190938",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100190939",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100190940",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100190949",NA,NA,NA,NA,NA,NA,"not significant",0
"100190986",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100191039",NA,NA,NA,NA,NA,NA,"not significant",0
"100191040",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100191063",NA,NA,NA,NA,NA,NA,"not significant",0
"100192204",NA,NA,NA,NA,NA,NA,"not significant",0
"100192378",NA,NA,"not significant",NA,"not significant","not significant","not significant",0
"100192379",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100192386",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100192420",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100192426",NA,NA,NA,NA,"not significant",NA,"not significant",0
"1002","not significant","significant","not significant",NA,"not significant","not significant","not significant",0.122448979591837
"10020","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10021","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"100216001",NA,NA,NA,NA,"not significant",NA,"not significant",0
"100216479",NA,NA,NA,NA,NA,"not significant","not significant",0
"100216545",NA,NA,NA,NA,"not significant","not significant","not significant",0
"100216546",NA,NA,NA,NA,NA,"not significant","not significant",0
"10022","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"10023","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"100233209",NA,NA,NA,NA,"not significant","not significant","not significant",0
"10024","significant","not significant","significant","not significant","not significant","significant","not significant",0.428571428571429
"100240728",NA,NA,NA,NA,NA,"not significant","not significant",0
"100240734",NA,NA,NA,NA,NA,"not significant","not significant",0
"100240735",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"10025","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10026","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"100268168",NA,NA,NA,NA,NA,"not significant","not significant",0
"100270679",NA,NA,NA,NA,NA,"not significant","not significant",0
"100270680",NA,NA,NA,NA,NA,"not significant",NA,0
"100270746",NA,NA,NA,NA,NA,NA,"not significant",0
"100270804",NA,NA,NA,NA,NA,"not significant","not significant",0
"100270918",NA,NA,NA,NA,NA,NA,"not significant",0
"100271702",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100271715",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"100271722",NA,NA,NA,NA,NA,"not significant","not significant",0
"100271835",NA,NA,"not significant",NA,NA,NA,NA,0
"100271846",NA,NA,"not significant",NA,NA,NA,"not significant",0
"100271874",NA,NA,NA,NA,NA,NA,"not significant",0
"100271927",NA,NA,NA,NA,NA,NA,"not significant",0
"100272147",NA,"not significant","not significant",NA,"not significant","not significant","not significant",0
"100272217",NA,NA,NA,NA,NA,"not significant","not significant",0
"100272228",NA,"not significant",NA,NA,NA,"not significant","not significant",0
"100286844",NA,NA,NA,NA,NA,"not significant","not significant",0
"100286906",NA,NA,NA,NA,NA,NA,"not significant",0
"100286922",NA,NA,NA,NA,NA,"not significant","not significant",0
"100286925",NA,NA,NA,NA,NA,"not significant","not significant",0
"100286938",NA,NA,NA,NA,NA,"not significant","not significant",0
"100286979",NA,NA,NA,NA,NA,NA,"not significant",0
"100287010",NA,NA,NA,NA,NA,NA,"not significant",0
"100287015",NA,NA,NA,NA,NA,"not significant","not significant",0
"100287029",NA,NA,NA,NA,NA,NA,"not significant",0
"100287042",NA,NA,NA,NA,NA,NA,"not significant",0
"100287049",NA,NA,"not significant",NA,NA,NA,NA,0
"100287098",NA,NA,NA,NA,NA,"not significant","not significant",0
"100287102",NA,NA,NA,NA,NA,NA,"not significant",0
"100287114",NA,NA,NA,NA,NA,"not significant","not significant",0
