"","GSE52519_logFC","GSE52519_SE","GSE52519_logFC_scaled","GSE52519_SE_scaled"
"100",1.23006508054945,0.347231667990084,1.71238124062772,0.480910795717938
"1000",-0.0373537503533399,0.506914146186753,-0.042975354597248,0.702068699017142
"10001",0.342080551001835,0.17922534432863,0.482535618649029,0.248224487855078
"10004",-0.250777586141838,0.471602698421586,-0.338564254331913,0.653162858887423
"10005",0.190369381788484,0.273662942371946,0.272417862028469,0.379019183752455
"10006",-0.0728665370998849,0.238832868660534,-0.0921600462796038,0.330780039666242
"10007",-0.613923159892778,0.246409349231892,-0.841515577420908,0.341273354752979
"10009",0.145445299880411,0.35849007027088,0.210198663813155,0.496503518670629
"1001",0.541506735622673,0.862351773075008,0.758737975675227,1.19434462812338
"10010",-0.326340663891497,0.541323222568631,-0.4432180149115,0.749724767942287
"10011",-0.693161495772344,0.207857702092931,-0.951259516905989,0.287879885749557
"10013",-0.52531780142971,0.283632991410324,-0.71879844827771,0.392827556255305
"10014",-0.328359643165419,0.180585532446652,-0.446014271758635,0.250108328559902
"10015",-0.353525320491532,0.337150165564471,-0.480868367808503,0.466948061899339
"10016",0.813860318625153,0.449359657627144,1.13594371579826,0.62235657180664
"10017",-0.190365751754434,0.212442427750074,-0.254894744824915,0.294229663915494
"10018",0.470661341083122,0.234914036943951,0.660618137533218,0.325352514895775
"10019",1.31419021914636,0.392801018510582,1.82889333060125,0.544023681550079
"10020",-0.797094841088516,0.432276935492186,-1.09520568427876,0.598697250804888
"10021",-0.163156180767928,0.0888008723612579,-0.217209885866032,0.122987913040579
"10023",0.303775839665703,0.236155950005707,0.429484152130914,0.327072546372739
"10024",2.12980350487779,0.594410370145984,2.95850583544464,0.823249693049491
"10025",-0.24482738209315,0.23266567102902,-0.330323308509481,0.322238560896495
"10026",-0.0513499439802203,0.330895016612955,-0.0623598786329924,0.458284771834178
"1003",0.505317865044418,0.741541874474623,0.708616917746781,1.02702468060012
"10036",0.702835223578021,0.371794048000884,0.982175578482797,0.514929333785317
"10038",0.184046487144298,0.238644787606091,0.263660745167045,0.33051955014904
"10039",-0.846366477191464,0.52293155144027,-1.16344618164397,0.724252571675973
"1004",0.445591379617963,0.396321774660704,0.625896606554737,0.548899877467016
"10040",0.459388303753417,0.312015280912778,0.645005145251243,0.432136613254425
"10042",0.195487192026368,0.15178929589541,0.279505954563579,0.210225960935716
"10043",0.305252960389112,0.521430013712577,0.431529942788712,0.722172963823369
"10044",0.51973507573464,0.710666182637908,0.728584544274629,0.984262297734854
"10045",-0.481816836087182,0.510227874455569,-0.658550245749216,0.706658164338016
"10048",0.189169531637736,0.0918928449124242,0.270756087069755,0.127270249926862
"10049",-0.240583861899944,0.412092515261819,-0.324446094934543,0.570742123179927
"10051",1.34993166699629,0.327540922888479,1.87839471457672,0.453639400945955
"10052",-0.446322220442633,0.306247047576823,-0.609390720778096,0.424147694215048
"10053",-0.25226186067387,0.236223502315178,-0.340619952910314,0.327166105336091
"10055",0.0582170325831282,0.329969570171432,0.0893887858493996,0.457003042010503
"10056",-0.266813918228724,0.283189080839355,-0.360774340378908,0.392212746589043
"10057",-1.53387839213602,0.643841357331957,-2.11564015633348,0.891710889340516
"10058",-1.20265424289287,0.382337865500486,-1.65689954060696,0.529532367238427
"10059",0.530524353467463,0.358532267968493,0.74352753657066,0.49656196186636
"10061",0.355779532145267,0.324805752585235,0.501508507730106,0.449851229969007
"10062",-1.94857180071432,0.329597543002627,-2.68998447882215,0.456487789807804
"10063",0.682181375051497,0.197767270778037,0.953570299514371,0.273904785549534
"10066",0.0114953646433671,0.267950630176765,0.0246799571983751,0.371107714677426
"10067",0.147455085753419,0.259952543884369,0.212982187934114,0.360030481816262
"10068",0.940264482560737,0.719368801181669,1.31101163921721,0.996315297488405
"10069",-0.0335082976653593,0.192683718102781,-0.0376494587111469,0.266864139239009
"1007",-0.0269884240444762,0.153383751449457,-0.0286195288399785,0.212434258622595
"10072",0.252631932873467,0.403563675493256,0.358650587168514,0.558929804495424
"10073",0.0473862139057726,0.227138500438616,0.0743882599510748,0.314583510243753
"10075",-0.535477934510096,0.391688617796129,-0.732870084406326,0.542483022785165
"10076",-0.591595425972475,0.491285323057609,-0.810591991596075,0.680423006933014
"10077",0.31814987298828,0.504764996156696,0.449391978634325,0.699092157571327
"10078",-0.252322610996584,0.167814011843348,-0.340704091221217,0.232419958799692
"10079",-1.51814838792811,0.534730255213314,-2.09385432993101,0.740593604315015
"10081",0.0919995366339306,0.305694457985958,0.136177061234696,0.423382365691337
"10082",0.146887231462927,0.299792224253404,0.212195718024058,0.415207858057095
"10084",-0.210371805795136,0.166053773298281,-0.2826028378787,0.229982054088231
"10087",-0.95587003408478,0.426299043773443,-1.31510701080835,0.590417957963262
"1009",-0.123005248042128,0.851301491687282,-0.161601429650761,1.1790401495721
"10090",-1.90146794064573,0.496063672137976,-2.62474631964706,0.687040950716077
"10092",0.332603871282593,0.356218906562014,0.469410555457285,0.49335799005926
"10093",0.858252160639809,0.227744680530097,1.19742576952402,0.315423060829188
"10094",1.07789927269588,0.32001421644388,1.50163381612145,0.443215022298812
"10095",1.87894767821754,0.407834816657256,2.6110741743062,0.564845272712054
"10096",0.166478233517209,0.30637757837706,0.239328970130273,0.424328477469556
"10097",0.788364890294293,0.283161200566842,1.10063291941631,0.392174132818253
"10098",-0.301544726692526,0.32978496980464,-0.408876003544986,0.456747373194932
"10099",0.312441307485358,0.37910321043476,0.44148569867343,0.525052417150534
"101",1.02633540537933,0.708179759463281,1.43021861195809,0.98081863790301
