"","GSE13507_logFC","GSE13507_SE","GSE13507_logFC_scaled","GSE13507_SE_scaled"
"1",-0.000811497829966257,0.0376775373366262,0.0504337243777185,0.0830687816202625
"10",-0.0284717095368459,0.0475391796880451,-0.0105495629672169,0.104811036364465
"100",0.505982379004331,0.342790983081236,1.16777718303074,0.755761425184485
"1000",-0.606543573614569,0.452067336973672,-1.28504170954418,0.996686236608534
"10000",0.0430422912899484,0.0605284968004937,0.147119471088717,0.133448968216806
"100008589",1.42003368245974,0.414360273509319,3.1830131428036,0.913552357860658
"10001",0.207410225170284,0.14646384940131,0.509506319329099,0.322913183324042
"10002",0.176690027381978,0.0929515933920084,0.441776590111173,0.204933128822893
"10003",-1.02264276000866,0.154456051319162,-2.20242790010445,0.340533827418891
"10004",-0.590543691876616,0.242298633132725,-1.24976629676533,0.534202967215285
"10005",0.121014541543802,0.22512713206806,0.319027198786236,0.496344450633148
"10006",-0.0871414432095552,0.194028446266011,-0.13990046110672,0.427780257690093
"10007",-0.108415706325237,0.252174271559941,-0.186804458602615,0.555976079522006
"10008",0.0533059056497258,0.0451780133386787,0.169747965415976,0.0996053030360835
"10009",-0.214062158683239,0.213611372986929,-0.419726318687968,0.470955315781912
"1001",1.36407644145697,0.423774071188105,3.05964255752884,0.934307236201292
"10010",-0.489326385774145,0.167303948537972,-1.02660950650866,0.368859966646452
"10011",-0.0503853367073139,0.051722320242375,-0.0588631853164652,0.114033730143252
"10013",0.443609352384241,0.213591645711439,1.03026152533243,0.470911822473819
"10014",-0.182750085476511,0.124327408946752,-0.350691664218687,0.274108317933276
"10015",-0.674341498172117,0.284294246005973,-1.43451780027326,0.626791937763148
"10016",-0.157813270704196,0.250371081699061,-0.295712730693415,0.552000533470921
"10017",-0.259570360482198,0.165055068912527,-0.520059597994248,0.363901795181389
"10018",0.1001843218012,0.0811982127395499,0.273102196856287,0.179020102661021
"10019",-0.716247387458038,0.315966996765207,-1.52690895457281,0.69662178870657
"1002",-0.567074240214484,0.0981631627648256,-1.1980225021152,0.216423230053807
"10020",-0.743763151751649,0.334035688907449,-1.58757377443084,0.736458369009513
"10021",-0.0250988495790327,0.0463235821678271,-0.00311331879955618,0.102130972536436
"10022",-0.0318961242595357,0.0427885561716945,-0.0180994714507474,0.0943371961048421
"10023",-0.21595359298697,0.0945768393705741,-0.423896419873774,0.208516356730452
"10024",1.64214810370961,0.41237551488899,3.67271538073571,0.909176501792146
"10025",0.632123076891935,0.196618566257035,1.4458833127556,0.433490771888044
"10026",-0.610966644621932,0.237685062097781,-1.29479338509343,0.524031290617442
"1003",-0.145717546744629,0.247050974820864,-0.269044930110825,0.544680595579099
"10036",0.811206881616865,0.192557989965284,1.84071467695837,0.424538299166215
"10038",0.291222168499258,0.141593307114587,0.694288991173114,0.312174954602424
"10039",-0.123578616545691,0.27159495923921,-0.220234575506941,0.598793444397293
"1004",-0.379006319266405,0.195488311128121,-0.783383590993318,0.430998864955804
"10040",-0.0738678722054313,0.18656966807277,-0.110635826287003,0.411335668667392
"10042",0.0863750576137452,0.085750899129281,0.242656503421618,0.189057545079703
"10043",0.0480703943443164,0.124167853618533,0.158205078697722,0.273756541579165
"10044",-0.108882451592407,0.200056432097086,-0.187833505706316,0.441070336448103
"10045",0.603801506665448,0.264014656531618,1.3834419087098,0.582080926681324
"10046",-0.691907501497096,0.235213194542131,-1.47324608766388,0.518581491063401
"10047",0.0877779280541091,0.0389456805070405,0.245749453398973,0.0858646943983507
"10048",-0.105083239151867,0.24670438341709,-0.179457269602225,0.54391645525394
"10049",-0.18620785277291,0.23916684668214,-0.358315106108533,0.5272982249435
"1005",0.0148678643244082,0.0727130879328111,0.0850024781449829,0.160312696885154
"10050",-0.00846417378131203,0.0723614597431055,0.0335616432293836,0.15953745180899
"10051",1.0119119447838,0.277078208080303,2.28321506952219,0.610882525392178
"10052",-0.00667554272397464,0.0898746192001475,0.0375050910554374,0.198149232760068
"10053",0.822291038999101,0.244647429954725,1.86515224677094,0.539381429080611
"10054",-0.372764384529948,0.183500819697564,-0.769621812751865,0.404569687833028
"10055",0.117448746672364,0.188632924012433,0.311165585304662,0.415884590098942
"10056",-0.201160860934559,0.325986439774065,-0.391282445731831,0.718711951230288
"10057",-0.181181976598232,0.341918865554945,-0.347234408167085,0.753838641864242
"10058",-0.0262494534905908,0.287609732556198,-0.00565008929510885,0.634101689081152
